state_name,block_name,value
ANDHRA PRADESH,GUDLAVALLERU,85
ANDHRA PRADESH,GUDLURU,86
ANDHRA PRADESH,GUDUPALLE,87
ANDHRA PRADESH,GUDUR,88
ANDHRA PRADESH,GUDURU,89
ANDHRA PRADESH,GUMMAGATTA,90
ANDHRA PRADESH,GUMMALAKSHMIPURAM,91
ANDHRA PRADESH,GUNTAKAL,92
ANDHRA PRADESH,GUNTUR,93
ANDHRA PRADESH,GURAZALA,94
ANDHRA PRADESH,GURLA,95
ANDHRA PRADESH,GURRAMKONDA,96
ANDHRA PRADESH,HALAHARVI,97
ANDHRA PRADESH,HANUMANTHUNI PADU,98
ANDHRA PRADESH,HINDUPUR,99
ANDHRA PRADESH,HIRAMANDALAM,100
ANDHRA PRADESH,HOLAGUNDA,1
ANDHRA PRADESH,HUKUMPETA,2
ANDHRA PRADESH,I. POLAVARAM,3
ANDHRA PRADESH,IBRAHIMPATNAM,4
ANDHRA PRADESH,ICHAPURAM,5
ANDHRA PRADESH,INDUKURPET,6
ANDHRA PRADESH,INKOLLU,7
ANDHRA PRADESH,IPUR,8
ANDHRA PRADESH,IRAGAVARAM,9
ANDHRA PRADESH,IRALA,10
ANDHRA PRADESH,JAGGAMPETA,11
ANDHRA PRADESH,JAGGAYYAPETA,12
ANDHRA PRADESH,JALADANKI,13
ANDHRA PRADESH,JALUMURU,14
ANDHRA PRADESH,JAMI,15
ANDHRA PRADESH,JAMMALAMADUGU,16
ANDHRA PRADESH,JANAKAVARAM PONGULURU,17
ANDHRA PRADESH,JANGAREDDIGUDEM,18
ANDHRA PRADESH,JEELUGUMILLI,19
ANDHRA PRADESH,JIYYAMMAVALASA,20
ANDHRA PRADESH,JUPADU BUNGALOW,21
ANDHRA PRADESH,K.KOTAPADU,22
ANDHRA PRADESH,K.V.B.PURAM,23
ANDHRA PRADESH,Kadapa,24
ANDHRA PRADESH,KADIAM,25
ANDHRA PRADESH,KADIRI,26
ANDHRA PRADESH,KAIKALUR,27
ANDHRA PRADESH,KAJULURU,28
ANDHRA PRADESH,KAKINADA RURAL,29
ANDHRA PRADESH,KAKINADA URBAN,30
ANDHRA PRADESH,KAKUMANU,31
ANDHRA PRADESH,KALAKADA,32
ANDHRA PRADESH,KALASAPADU,33
ANDHRA PRADESH,KALIDINDI,34
ANDHRA PRADESH,KALIGIRI,35
ANDHRA PRADESH,KALIKIRI,36
ANDHRA PRADESH,KALLA,37
ANDHRA PRADESH,KALLUR,38
ANDHRA PRADESH,KALUVOYA,39
ANDHRA PRADESH,KALYANDRUG,40
ANDHRA PRADESH,KAMALAPURAM,41
ANDHRA PRADESH,KAMAVARAPUKOTA,42
ANDHRA PRADESH,KAMBADUR,43
ANDHRA PRADESH,KAMBHAMVARIPALLE,44
ANDHRA PRADESH,KANAGANAPALLE,45
ANDHRA PRADESH,KANCHIKACHERLA,46
ANDHRA PRADESH,KANCHILI,47
ANDHRA PRADESH,KANDUKUR,48
ANDHRA PRADESH,KANEKAL,49
ANDHRA PRADESH,KANIGIRI,50
ANDHRA PRADESH,KANKIPADU,51
ANDHRA PRADESH,KAPILESWARAPURAM,52
ANDHRA PRADESH,KARAMCHEDU,53
ANDHRA PRADESH,KARAPA,54
ANDHRA PRADESH,KAREMPUDI,55
ANDHRA PRADESH,KARLAPALEM,56
ANDHRA PRADESH,KARVETINAGAR,57
ANDHRA PRADESH,KASIMKOTA,58
ANDHRA PRADESH,KATRENIKONA,59
ANDHRA PRADESH,KAVALI,60
ANDHRA PRADESH,KAVITI,61
ANDHRA PRADESH,KHAJIPET,62
ANDHRA PRADESH,KIRLAMPUDI,63
ANDHRA PRADESH,KODAVALUR,64
ANDHRA PRADESH,KODUMUR,65
ANDHRA PRADESH,KODUR,66
ANDHRA PRADESH,KODURU,67
ANDHRA PRADESH,KOILAKUNTLA,68
ANDHRA PRADESH,KOLIMIGUNDLA,69
ANDHRA PRADESH,KOLLIPARA,70
ANDHRA PRADESH,KOLLUR,71
ANDHRA PRADESH,KOMARADA,72
ANDHRA PRADESH,KOMAROLU,73
ANDHRA PRADESH,KONAKANAMITTLA,74
ANDHRA PRADESH,KONDAPI,75
ANDHRA PRADESH,KONDAPURAM,76
ANDHRA PRADESH,KORISAPADU,77
ANDHRA PRADESH,KORUKONDA,78
ANDHRA PRADESH,KOSIGI,79
ANDHRA PRADESH,KOTA,80
ANDHRA PRADESH,KOTABOMMILI,81
ANDHRA PRADESH,KOTANANDURU,82
ANDHRA PRADESH,KOTAURATLA,83
ANDHRA PRADESH,KOTHA PATNAM,84
ANDHRA PRADESH,KOTHACHERUVU,85
ANDHRA PRADESH,KOTHAPALLE,86
ANDHRA PRADESH,KOTHAPETA,87
ANDHRA PRADESH,KOTHAVALASA,88
ANDHRA PRADESH,KOTTURU,89
ANDHRA PRADESH,KOVUR,90
ANDHRA PRADESH,KOVVUR,91
ANDHRA PRADESH,KOWTHALAM,92
ANDHRA PRADESH,KOYYALAGUDEM,93
ANDHRA PRADESH,KOYYURU,94
ANDHRA PRADESH,KRISHNAGIRI,95
ANDHRA PRADESH,KROSURU,96
ANDHRA PRADESH,KRUTTIVENNU,97
ANDHRA PRADESH,KUDAIR,98
ANDHRA PRADESH,KUKKUNUR,99
ANDHRA PRADESH,KUNAVARAM,100
ANDHRA PRADESH,KUNDURPI,1
ANDHRA PRADESH,KUPPAM,2
ANDHRA PRADESH,KURABALAKOTA,3
ANDHRA PRADESH,KURICHEDU,4
ANDHRA PRADESH,KURNOOL,5
ANDHRA PRADESH,KURUPAM,6
ANDHRA PRADESH,L.N PETA,7
ANDHRA PRADESH,LAKKAVARAPUKOTA,8
ANDHRA PRADESH,LAKKIREDDIPALLE,9
ANDHRA PRADESH,LAVERU,10
ANDHRA PRADESH,LEPAKSHI,11
ANDHRA PRADESH,LINGALA,12
ANDHRA PRADESH,LINGAPALEM,13
ANDHRA PRADESH,LINGASAMUDRAM,14
ANDHRA PRADESH,MACHAVARAM,15
ANDHRA PRADESH,MACHERLA,16
ANDHRA PRADESH,MACHILIPATNAM,17
ANDHRA PRADESH,MADAKASIRA,18
ANDHRA PRADESH,MADANAPALLE,19
ANDHRA PRADESH,MADDIKERA (EAST),20
ANDHRA PRADESH,MADDIPADU,21
ANDHRA PRADESH,MADUGULA,22
ANDHRA PRADESH,MAHANANDI,23
ANDHRA PRADESH,MAKAVARAPALEM,24
ANDHRA PRADESH,MAKKUVA,25
ANDHRA PRADESH,MALIKIPURAM,26
ANDHRA PRADESH,MAMIDIKUDURU,27
ANDHRA PRADESH,MANDAPETA,28
ANDHRA PRADESH,MANDASA,29
ANDHRA PRADESH,MANDAVALLI,30
ANDHRA PRADESH,MANGALAGIRI,31
ANDHRA PRADESH,MANTRALAYAM,32
ANDHRA PRADESH,MANUBOLU,33
ANDHRA PRADESH,MAREDUMILLI,34
ANDHRA PRADESH,MARKAPUR,35
ANDHRA PRADESH,MARRIPADU,36
ANDHRA PRADESH,MARRIPUDI,37
ANDHRA PRADESH,MARTUR,38
ANDHRA PRADESH,MEDIKONDURU,39
ANDHRA PRADESH,MELIAPUTTI,40
ANDHRA PRADESH,MENTADA,41
ANDHRA PRADESH,MERAKAMUDIDAM,42
ANDHRA PRADESH,MIDTHUR,43
ANDHRA PRADESH,MOGALTHUR,44
ANDHRA PRADESH,MOPIDEVI,45
ANDHRA PRADESH,MOVVA,46
ANDHRA PRADESH,MUDDANUR,47
ANDHRA PRADESH,MUDIGUBBA,48
ANDHRA PRADESH,MUDINEPALLE,49
ANDHRA PRADESH,MULAKALACHERUVU,50
ANDHRA PRADESH,MUMMIDIVARAM,51
ANDHRA PRADESH,MUNAGAPAKA,52
ANDHRA PRADESH,MUNCHINGI PUTTU,53
ANDHRA PRADESH,MUNDLAMURU,54
ANDHRA PRADESH,MUPPALLA,55
ANDHRA PRADESH,MUSUNURU,56
ANDHRA PRADESH,MUTHUKUR,57
ANDHRA PRADESH,MYDUKUR,58
ANDHRA PRADESH,MYLAVARAM,59
ANDHRA PRADESH,NADENDLA,60
ANDHRA PRADESH,NAGALAPURAM,61
ANDHRA PRADESH,NAGARAM,62
ANDHRA PRADESH,NAGARI,63
ANDHRA PRADESH,NAGAYALANKA,64
ANDHRA PRADESH,NAGULUPPALA PADU,65
ANDHRA PRADESH,NAIDUPETA,66
ANDHRA PRADESH,NAKKAPALLE,67
ANDHRA PRADESH,NALLACHERUVU,68
ANDHRA PRADESH,NALLAJERLA,69
ANDHRA PRADESH,NALLAMADA,70
ANDHRA PRADESH,NAMBULAPULIKUNTA,71
ANDHRA PRADESH,NANDALUR,72
ANDHRA PRADESH,NANDAVARAM,73
ANDHRA PRADESH,NANDIGAM,74
ANDHRA PRADESH,NANDIGAMA,75
ANDHRA PRADESH,NANDIKOTKUR,76
ANDHRA PRADESH,NANDIVADA,77
ANDHRA PRADESH,NANDYAL,78
ANDHRA PRADESH,NARASANNAPETA,79
ANDHRA PRADESH,NARASARAOPETA,80
ANDHRA PRADESH,NARAYANAVANAM,81
ANDHRA PRADESH,NARPALA,82
ANDHRA PRADESH,NARSAPUR,83
ANDHRA PRADESH,NARSIPATNAM,84
ANDHRA PRADESH,NATHAVARAM,85
ANDHRA PRADESH,NEKARIKALLU,86
ANDHRA PRADESH,NELLIMARLA,87
ANDHRA PRADESH,NELLIPAKA,88
ANDHRA PRADESH,NELLORE RURAL,89
ANDHRA PRADESH,NIDADAVOLE,90
ANDHRA PRADESH,NIDAMARRU,91
ANDHRA PRADESH,NIMMANAPALLE,92
ANDHRA PRADESH,NINDRA,93
ANDHRA PRADESH,NIZAMPATNAM,94
ANDHRA PRADESH,NUZENDLA,95
ANDHRA PRADESH,NUZVID,96
ANDHRA PRADESH,OBULADEVARECHERUVU,97
ANDHRA PRADESH,OBULAVARIPALLE,98
ANDHRA PRADESH,ONGOLE,99
ANDHRA PRADESH,ORVAKAL,100
ANDHRA PRADESH,OWK,1
ANDHRA PRADESH,OZILI,2
ANDHRA PRADESH,P.GANNAVARAM,3
ANDHRA PRADESH,PACHIPENTA,4
ANDHRA PRADESH,PADERU,5
ANDHRA PRADESH,PADMANABHAM,6
ANDHRA PRADESH,PAGIDYALA,7
ANDHRA PRADESH,PAKALA,8
ANDHRA PRADESH,PALACOLE,9
ANDHRA PRADESH,PALAKODERU,10
ANDHRA PRADESH,PALAKONDA,11
ANDHRA PRADESH,PALAMANER,12
ANDHRA PRADESH,PALASA,13
ANDHRA PRADESH,PALASAMUDRAM,14
ANDHRA PRADESH,PAMARRU,15
ANDHRA PRADESH,PAMIDI,16
ANDHRA PRADESH,PAMIDIMUKKALA,17
ANDHRA PRADESH,PAMULAPADU,18
ANDHRA PRADESH,PAMUR,19
ANDHRA PRADESH,PANYAM,20
ANDHRA PRADESH,PARAVADA,21
ANDHRA PRADESH,PARCHUR,22
ANDHRA PRADESH,PARIGI,23
ANDHRA PRADESH,PARVATHIPURAM,24
ANDHRA PRADESH,PATHAPATNAM,25
ANDHRA PRADESH,PATTIKONDA,26
ANDHRA PRADESH,PAYAKARAOPETA,27
ANDHRA PRADESH,PEAPULLY,28
ANDHRA PRADESH,PEDA ARAVEEDU,29
ANDHRA PRADESH,PEDA BAYALU,30
ANDHRA PRADESH,PEDACHERLO PALLE,31
ANDHRA PRADESH,PEDAGANTYADA,32
ANDHRA PRADESH,PEDAKAKANI,33
ANDHRA PRADESH,PEDAKURAPADU,34
ANDHRA PRADESH,PEDANA,35
ANDHRA PRADESH,PEDANANDIPADU,36
ANDHRA PRADESH,PEDAPADU,37
ANDHRA PRADESH,PEDAPARUPUDI,38
ANDHRA PRADESH,PEDAPUDI,39
ANDHRA PRADESH,PEDAVEGI,40
ANDHRA PRADESH,PEDDAKADABUR,41
ANDHRA PRADESH,PEDDAMANDYAM,42
ANDHRA PRADESH,PEDDAMUDIUM,43
ANDHRA PRADESH,PEDDAPANJANI,44
ANDHRA PRADESH,PEDDAPAPPUR,45
ANDHRA PRADESH,PEDDAPURAM,46
ANDHRA PRADESH,PEDDATHIPPASAMUDRAM,47
ANDHRA PRADESH,PEDDAVADUGUR,48
ANDHRA PRADESH,PELLAKUR,49
ANDHRA PRADESH,PENAGALUR,50
ANDHRA PRADESH,PENAMALURU,51
ANDHRA PRADESH,PENDLIMARRI,52
ANDHRA PRADESH,PENDURTHI,53
ANDHRA PRADESH,PENTAPADU,54
ANDHRA PRADESH,PENUGANCHIPROLU,55
ANDHRA PRADESH,PENUGONDA,56
ANDHRA PRADESH,PENUKONDA,57
ANDHRA PRADESH,PENUMANTRA,58
ANDHRA PRADESH,PENUMURU,59
ANDHRA PRADESH,PERAVALI,60
ANDHRA PRADESH,PHIRANGIPURAM,61
ANDHRA PRADESH,PIDUGURALLA,62
ANDHRA PRADESH,PILER,63
ANDHRA PRADESH,PITCHATUR,64
ANDHRA PRADESH,PITHAPURAM,65
ANDHRA PRADESH,PITTALAVANIPALEM,66
ANDHRA PRADESH,PODALAKUR,67
ANDHRA PRADESH,PODILI,68
ANDHRA PRADESH,PODURU,69
ANDHRA PRADESH,POLAKI,70
ANDHRA PRADESH,POLAVARAM,71
ANDHRA PRADESH,PONDURU,72
ANDHRA PRADESH,PONNALURU,73
ANDHRA PRADESH,PONNUR,74
ANDHRA PRADESH,PORUMAMILLA,75
ANDHRA PRADESH,PRATHIPADU,76
ANDHRA PRADESH,PRODDATUR,77
ANDHRA PRADESH,PULICHERLA H/O REDDIVARIPALLE,78
ANDHRA PRADESH,PULIVENDLA,79
ANDHRA PRADESH,PULLALACHERUVU,80
ANDHRA PRADESH,PULLAMPETA,81
ANDHRA PRADESH,PUNGANUR,82
ANDHRA PRADESH,PUSAPATIREGA,83
ANDHRA PRADESH,PUTHALAPATTU,84
ANDHRA PRADESH,PUTLUR,85
ANDHRA PRADESH,PUTTAPARTHI,86
ANDHRA PRADESH,PUTTUR,87
ANDHRA PRADESH,RACHERLA,88
ANDHRA PRADESH,RAJAHMUNDRY RURAL,89
ANDHRA PRADESH,RAJAHMUNDRY URBAN,90
ANDHRA PRADESH,RAJAM,91
ANDHRA PRADESH,RAJAMPET,92
ANDHRA PRADESH,RAJANAGARAM,93
ANDHRA PRADESH,RAJAVOMMANGI,94
ANDHRA PRADESH,RAJUPALEM,95
ANDHRA PRADESH,RAMABHADRAPURAM,96
ANDHRA PRADESH,RAMACHANDRAPURAM,97
ANDHRA PRADESH,RAMAGIRI,98
ANDHRA PRADESH,RAMAKUPPAM,99
ANDHRA PRADESH,RAMAPURAM,100
ANDHRA PRADESH,RAMASAMUDRAM,1
ANDHRA PRADESH,RAMBILLI,2
ANDHRA PRADESH,RAMPACHODAVARAM,3
ANDHRA PRADESH,RANASTALAM,4
ANDHRA PRADESH,RANGAMPETA,5
ANDHRA PRADESH,RAPTADU,6
ANDHRA PRADESH,RAPUR,7
ANDHRA PRADESH,RAVIKAMATHAM,8
ANDHRA PRADESH,RAVULAPALEM,9
ANDHRA PRADESH,RAYACHOTY,10
ANDHRA PRADESH,RAYADURG,11
ANDHRA PRADESH,RAYAVARAM,12
ANDHRA PRADESH,RAZOLE,13
ANDHRA PRADESH,REDDIGUDEM,14
ANDHRA PRADESH,REGIDI AMADALAVALASA,15
ANDHRA PRADESH,RENIGUNTA,16
ANDHRA PRADESH,RENTACHINTALA,17
ANDHRA PRADESH,REPALLE,18
ANDHRA PRADESH,RODDAM,19
ANDHRA PRADESH,ROLLA,20
ANDHRA PRADESH,ROLUGUNTA,21
ANDHRA PRADESH,ROMPICHERLA,22
ANDHRA PRADESH,Routhulapudi,23
ANDHRA PRADESH,RUDRAVARAM,24
ANDHRA PRADESH,S.RAYAVARAM,25
ANDHRA PRADESH,SABBAVARAM,26
ANDHRA PRADESH,SAKHINETIPALLE,27
ANDHRA PRADESH,SALUR,28
ANDHRA PRADESH,SAMALKOTA,29
ANDHRA PRADESH,SAMBEPALLE,30
ANDHRA PRADESH,SANGAM,31
ANDHRA PRADESH,SANJAMALA,32
ANDHRA PRADESH,SANKHAVARAM,33
ANDHRA PRADESH,SANTHABOMMALI,34
ANDHRA PRADESH,SANTHAKAVATI,35
ANDHRA PRADESH,SANTHAMAGULURU,36
ANDHRA PRADESH,SANTHANUTHALA PADU,37
ANDHRA PRADESH,SANTHIPURAM HO ARIMUTHANAPALLE,38
ANDHRA PRADESH,SARAVAKOTA,39
ANDHRA PRADESH,SARUBUJJILI,40
ANDHRA PRADESH,SATTENAPALLE,41
ANDHRA PRADESH,SATYAVEDU,42
ANDHRA PRADESH,SAVALYAPURAM,43
ANDHRA PRADESH,SEETHAMPETA,44
ANDHRA PRADESH,SEETHANAGARAM,45
ANDHRA PRADESH,SEETHARAMAPURAM,46
ANDHRA PRADESH,SETTUR,47
ANDHRA PRADESH,SIDHOUT,48
ANDHRA PRADESH,SIMHADRIPURAM,49
ANDHRA PRADESH,SINGANAMALA,50
ANDHRA PRADESH,SINGARAYAKONDA,51
ANDHRA PRADESH,SIRIVEL,52
ANDHRA PRADESH,SODAM,53
ANDHRA PRADESH,SOMALA,54
ANDHRA PRADESH,SOMANDEPALLE,55
ANDHRA PRADESH,SOMPETA,56
ANDHRA PRADESH,SRI AVADUTHA KASINAYANA,57
ANDHRA PRADESH,SRIKAKULAM,58
ANDHRA PRADESH,SRIKALAHASTI,59
ANDHRA PRADESH,SRIRANGARAJAPURAM,60
ANDHRA PRADESH,SRISAILAM,61
ANDHRA PRADESH,SRUNGAVARAPUKOTA,62
ANDHRA PRADESH,SULLURPETA,63
ANDHRA PRADESH,SYDAPURAM,64
ANDHRA PRADESH,T.NARASAPURAM,65
ANDHRA PRADESH,T.SUNDUPALLE,66
ANDHRA PRADESH,TADA,67
ANDHRA PRADESH,TADEPALLE,68
ANDHRA PRADESH,TADEPALLIGUDEM,69
ANDHRA PRADESH,TADIKONDA,70
ANDHRA PRADESH,TADIMARRI,71
ANDHRA PRADESH,TADIPATRI,72
ANDHRA PRADESH,TALLUR,73
ANDHRA PRADESH,TALUPULA,74
ANDHRA PRADESH,TANAKAL,75
ANDHRA PRADESH,TANGUTUR,76
ANDHRA PRADESH,TANUKU,77
ANDHRA PRADESH,TARLUPADU,78
ANDHRA PRADESH,TEKKALI,79
ANDHRA PRADESH,TENALI,80
ANDHRA PRADESH,THALLAPUDI,81
ANDHRA PRADESH,THALLAREVU,82
ANDHRA PRADESH,THAMBALLAPALLE,83
ANDHRA PRADESH,THAVANAMPALLE,84
ANDHRA PRADESH,THERLAM,85
ANDHRA PRADESH,THONDANGI,86
ANDHRA PRADESH,THONDUR,87
ANDHRA PRADESH,THOTAPALLIGUDUR,88
ANDHRA PRADESH,THOTLAVALLURU,89
ANDHRA PRADESH,THOTTAMBEDU,90
ANDHRA PRADESH,THULLUR,91
ANDHRA PRADESH,TIRUPATI (RURAL),92
ANDHRA PRADESH,Tirupati (urban),93
ANDHRA PRADESH,TIRUVURU,94
ANDHRA PRADESH,TRIPURANTHAKAM,95
ANDHRA PRADESH,TSUNDUR,96
ANDHRA PRADESH,TUGGALI,97
ANDHRA PRADESH,TUNI,98
ANDHRA PRADESH,U.KOTHAPALLE,99
