state_name,constituency_name,value
Andhra Pradesh,Jubilee Hills,89
Andhra Pradesh,Jukkal,90
Andhra Pradesh,Kadapa,91
Andhra Pradesh,Kadiri,92
Andhra Pradesh,Kaikalur,93
Andhra Pradesh,Kakinada City,94
Andhra Pradesh,Kakinada Rural,95
Andhra Pradesh,Kalwakurthy,96
Andhra Pradesh,Kalyandurg,97
Andhra Pradesh,Kamalapuram,98
Andhra Pradesh,Kamareddy,99
Andhra Pradesh,Kandukur,100
Andhra Pradesh,Kanigiri,1
Andhra Pradesh,Karimnagar,2
Andhra Pradesh,Karwan,3
Andhra Pradesh,Kavali,4
Andhra Pradesh,Khairatabad,5
Andhra Pradesh,Khammam,6
Andhra Pradesh,Khanapur,7
Andhra Pradesh,Kodad,8
Andhra Pradesh,Kodangal,9
Andhra Pradesh,Kodumur,10
Andhra Pradesh,Kodur,11
Andhra Pradesh,Kollapur,12
Andhra Pradesh,Kondapi,13
Andhra Pradesh,Koratla,14
Andhra Pradesh,Kothagudem,15
Andhra Pradesh,Kothapeta,16
Andhra Pradesh,Kovur,17
Andhra Pradesh,Kovvur,18
Andhra Pradesh,Kukatpally,19
Andhra Pradesh,Kuppam,20
Andhra Pradesh,Kurnool,21
Andhra Pradesh,Kurupam,22
Andhra Pradesh,Lal Bahadur Nagar,23
Andhra Pradesh,Macherla,24
Andhra Pradesh,Machilipatnam,25
Andhra Pradesh,Madakasira,26
Andhra Pradesh,Madanapalle,27
Andhra Pradesh,Madhira,28
Andhra Pradesh,Mahabubabad,29
Andhra Pradesh,Mahbubnagar,30
Andhra Pradesh,Maheshwaram,31
Andhra Pradesh,Makthal,32
Andhra Pradesh,Malakpet,33
Andhra Pradesh,Malkajgiri,34
Andhra Pradesh,Manakondur,35
Andhra Pradesh,Mancherial,36
Andhra Pradesh,Mandapeta,37
Andhra Pradesh,Manthani,38
Andhra Pradesh,Mantralayam,39
Andhra Pradesh,Markapuram,40
Andhra Pradesh,Medak,41
Andhra Pradesh,Medchal,42
Andhra Pradesh,Miryalguda,43
Andhra Pradesh,Mudhole,44
Andhra Pradesh,Mulug,45
Andhra Pradesh,Mummidivaram,46
Andhra Pradesh,Munugode,47
Andhra Pradesh,Musheerabad,48
Andhra Pradesh,Mydukur,49
Andhra Pradesh,Mylavaram,50
Andhra Pradesh,Nagari,51
Andhra Pradesh,Nagarjuna Sagar,52
Andhra Pradesh,Nagarkurnool,53
Andhra Pradesh,Nakrekal,54
Andhra Pradesh,Nalgonda,55
Andhra Pradesh,Nampalli,56
Andhra Pradesh,Nandigama,57
Andhra Pradesh,Nandikotkur,58
Andhra Pradesh,Nandyal,59
Andhra Pradesh,Narasannapeta,60
Andhra Pradesh,Narasapuram,61
Andhra Pradesh,Narasaraopet,62
Andhra Pradesh,Narayankhed,63
Andhra Pradesh,Narayanpet,64
Andhra Pradesh,Narsampet,65
Andhra Pradesh,Narsapur,66
Andhra Pradesh,Narsipatnam,67
Andhra Pradesh,Nellimarla,68
Andhra Pradesh,Nellore City,69
Andhra Pradesh,Nellore Rural,70
Andhra Pradesh,Nidadavole,71
Andhra Pradesh,Nirmal,72
Andhra Pradesh,Nizamabad (rural),73
Andhra Pradesh,Nizamabad (urban),74
Andhra Pradesh,Nuzvid,75
Andhra Pradesh,Ongole,76
Andhra Pradesh,Paderu,77
Andhra Pradesh,Palacole,78
Andhra Pradesh,Palair,79
Andhra Pradesh,Palakonda,80
Andhra Pradesh,Palakurthi,81
Andhra Pradesh,Palamaner,82
Andhra Pradesh,Palasa,83
Andhra Pradesh,Pamarru,84
Andhra Pradesh,Panyam,85
Andhra Pradesh,Parchur,86
Andhra Pradesh,Pargi,87
Andhra Pradesh,Parkal,88
Andhra Pradesh,Parvathipuram,89
Andhra Pradesh,Patancheru,90
Andhra Pradesh,Pathapatnam,91
Andhra Pradesh,Pattikonda,92
Andhra Pradesh,Payakaraopeta,93
Andhra Pradesh,Pedakurapadu,94
Andhra Pradesh,Pedana,95
Andhra Pradesh,Peddapalle,96
Andhra Pradesh,Peddapuram,97
Andhra Pradesh,Penamaluru,98
Andhra Pradesh,Pendurthi,99
Andhra Pradesh,Penukonda,100
Andhra Pradesh,Pileru,1
Andhra Pradesh,Pinapaka,2
Andhra Pradesh,Pithapuram,3
Andhra Pradesh,Polavaram,4
Andhra Pradesh,Ponnur,5
Andhra Pradesh,Prathipadu,6
Andhra Pradesh,Proddatur,7
Andhra Pradesh,Pulivendla,8
Andhra Pradesh,Punganur,9
Andhra Pradesh,Puthalapattu,10
Andhra Pradesh,Puttaparthi,11
Andhra Pradesh,Quthbullapur,12
Andhra Pradesh,Rajahmundry City,13
Andhra Pradesh,Rajam,14
Andhra Pradesh,Rajampet,15
Andhra Pradesh,Rajamundry Rural,16
Andhra Pradesh,Rajanagaram,17
Andhra Pradesh,Rajendranagar,18
Andhra Pradesh,Ramachandrapuram,19
Andhra Pradesh,Ramagundam,20
Andhra Pradesh,Rampachodavaram,21
Andhra Pradesh,Raptadu,22
Andhra Pradesh,Rayachoti,23
Andhra Pradesh,Rayadurg,24
Andhra Pradesh,Razole,25
Andhra Pradesh,Repalle,26
Andhra Pradesh,Salur,27
Andhra Pradesh,Sanath Nagar,28
Andhra Pradesh,Sangareddy,29
Andhra Pradesh,Santhanuthalapadu,30
Andhra Pradesh,Sarvepalli,31
Andhra Pradesh,Sathupalli,32
Andhra Pradesh,Sattenpalli,33
Andhra Pradesh,Satyavedu,34
Andhra Pradesh,Secunderabad,35
Andhra Pradesh,Secunderabad Cantt.,36
Andhra Pradesh,Serilingampally,37
Andhra Pradesh,Shadnagar,38
Andhra Pradesh,Siddipet,39
Andhra Pradesh,Singanamala,40
Andhra Pradesh,Sircilla,41
Andhra Pradesh,Sirpur,42
Andhra Pradesh,Srikakulam,43
Andhra Pradesh,Srikalahasti,44
Andhra Pradesh,Srisailam,45
Andhra Pradesh,Srungavarapukota,46
Andhra Pradesh,Sullurpeta,47
Andhra Pradesh,Suryapet,48
Andhra Pradesh,Tadepalligudem,49
Andhra Pradesh,Tadikonda,50
Andhra Pradesh,Tadipatri,51
Andhra Pradesh,Tandur,52
Andhra Pradesh,Tanuku,53
Andhra Pradesh,Tekkali,54
Andhra Pradesh,Tenali,55
Andhra Pradesh,Thamballapalle,56
Andhra Pradesh,Thungathurthy,57
Andhra Pradesh,Tirupati,58
Andhra Pradesh,Tiruvuru,59
Andhra Pradesh,Tuni,60
Andhra Pradesh,Udayagiri,61
Andhra Pradesh,Undi,62
Andhra Pradesh,Unguturu,63
Andhra Pradesh,Uppal,64
Andhra Pradesh,Uravakonda,65
Andhra Pradesh,V.madugula,66
Andhra Pradesh,Vemulawada,67
Andhra Pradesh,Vemuru,68
Andhra Pradesh,Venkatagiri,69
Andhra Pradesh,Vijayawada Central,70
Andhra Pradesh,Vijayawada East,71
Andhra Pradesh,Vijaywada West,72
Andhra Pradesh,Vikarabad,73
Andhra Pradesh,Vinukonda,74
Andhra Pradesh,Visakhapatnam East,75
Andhra Pradesh,Visakhapatnam North,76
Andhra Pradesh,Visakhapatnam South,77
Andhra Pradesh,Visakhapatnam West,78
Andhra Pradesh,Vizianagaram,79
Andhra Pradesh,Wanaparthy,80
Andhra Pradesh,Warangal East,81
Andhra Pradesh,Warangal West,82
Andhra Pradesh,Wardhanapet,83
Andhra Pradesh,Wyra,84
Andhra Pradesh,Yakutpura,85
Andhra Pradesh,Yellandu,86
Andhra Pradesh,Yellareddy,87
Andhra Pradesh,Yemmiganur,88
Andhra Pradesh,Yerragondapalem,89
Andhra Pradesh,Zahirabad,90
Arunachal Pradesh,Along East,91
Arunachal Pradesh,Along West,92
Arunachal Pradesh,Anini,93
Arunachal Pradesh,Bameng,94
Arunachal Pradesh,Basar,95
Arunachal Pradesh,Bomdila,96
Arunachal Pradesh,Bordumsa - Diyum,97
Arunachal Pradesh,Borduria Bogapani,98
Arunachal Pradesh,Changlang North,99
Arunachal Pradesh,Changlang South,100
Arunachal Pradesh,Chayang Tajo,1
Arunachal Pradesh,Chowkham,2
Arunachal Pradesh,Dambuk,3
Arunachal Pradesh,Daporijo,4
Arunachal Pradesh,Dirang,5
Arunachal Pradesh,Doimukh,6
Arunachal Pradesh,Dumporijo,7
Arunachal Pradesh,Hayuliang,8
Arunachal Pradesh,Itanagar,9
Arunachal Pradesh,Kalaktang,10
Arunachal Pradesh,Kanubari,11
Arunachal Pradesh,Khonsa East,12
Arunachal Pradesh,Khonsa West,13
Arunachal Pradesh,Koloriang,14
Arunachal Pradesh,Lekang,15
Arunachal Pradesh,Likabali,16
Arunachal Pradesh,Liromoba,17
Arunachal Pradesh,Longding Pumao,18
Arunachal Pradesh,Lumla,19
Arunachal Pradesh,Mariyang-geku,20
Arunachal Pradesh,Mebo,21
Arunachal Pradesh,Mechukha,22
Arunachal Pradesh,Miao,23
Arunachal Pradesh,Mukto,24
Arunachal Pradesh,Nacho,25
Arunachal Pradesh,Nampong,26
Arunachal Pradesh,Namsai,27
Arunachal Pradesh,Namsang,28
Arunachal Pradesh,Nari-koyu,29
Arunachal Pradesh,Nyapin,30
Arunachal Pradesh,Pakke Kessang,31
Arunachal Pradesh,Palin,32
Arunachal Pradesh,Pangin,33
Arunachal Pradesh,Pasighat East,34
Arunachal Pradesh,Pasighat West,35
Arunachal Pradesh,Pongchao Wakka,36
Arunachal Pradesh,Raga,37
Arunachal Pradesh,Roing,38
Arunachal Pradesh,Rumgong,39
Arunachal Pradesh,Sagalee,40
Arunachal Pradesh,Seppa East,41
Arunachal Pradesh,Seppa West,42
Arunachal Pradesh,Tali,43
Arunachal Pradesh,Taliha,44
Arunachal Pradesh,Tawang,45
Arunachal Pradesh,Tezu,46
Arunachal Pradesh,Thrizino-buragaon,47
Arunachal Pradesh,Tuting Yingkiong,48
Arunachal Pradesh,Yachuli,49
Arunachal Pradesh,Ziro Hapoli,50
Assam,Abhayapuri North,51
Assam,Abhayapuri South,52
Assam,Algapur,53
Assam,Amguri,54
Assam,Badarpur,55
Assam,Baghbar,56
Assam,Baithalangso,57
Assam,Barama (st),58
Assam,Barchalla,59
Assam,Barhampur,60
Assam,Barkhetry,61
Assam,Barkhola,62
Assam,Barpeta,63
Assam,Batadroba,64
Assam,Behali,65
Assam,Bhabanipur,66
Assam,Bihpuria,67
Assam,Bijni,68
Assam,Bilasipara East,69
Assam,Bilasipara West,70
Assam,Biswanath,71
Assam,Bokajan,72
Assam,Bokakhat,73
Assam,Boko,74
Assam,Bongaigaon,75
Assam,Chabua,76
Assam,Chapaguri (st),77
Assam,Chaygaon,78
Assam,Chenga,79
Assam,Dalgaon,80
Assam,Dergaon,81
Assam,Dhakuakhana,82
Assam,Dharmapur,83
Assam,Dhekiajuli,84
Assam,Dhemaji,85
Assam,Dhing,86
Assam,Dholai,87
Assam,Dhubri,88
Assam,Dibrugarh,89
Assam,Digboi,90
Assam,Diphu,91
Assam,Dispur,92
Assam,Doom Dooma,93
Assam,Dudhnai,94
Assam,Duliajan,95
Assam,Gauhati East,96
Assam,Gauhati West,97
Assam,Gauripur,98
Assam,Goalpara East,99
Assam,Goalpara West,100
Assam,Gohpur,1
Assam,Golaghat,2
Assam,Golakganj,3
Assam,Gossaigaon,4
Assam,Haflong,5
Assam,Hailakandi,6
Assam,Hajo,7
Assam,Hojai,8
Assam,Howraghat,9
Assam,Jagiroad,10
Assam,Jaleswar,11
Assam,Jalukbari,12
Assam,Jamunamukh,13
Assam,Jania,14
Assam,Jonai,15
Assam,Jorhat,16
Assam,Kalaigaon,17
Assam,Kaliabor,18
Assam,Kamalpur,19
Assam,Karimganj North,20
Assam,Karimganj South,21
Assam,Katigorah,22
Assam,Katlichera,23
Assam,Khumtai,24
Assam,Kokrajhar East,25
Assam,Kokrajhar West (st),26
Assam,Laharighat,27
Assam,Lahowal,28
Assam,Lakhimpur,29
Assam,Lakhipur,30
Assam,Lumding,31
Assam,Mahmara,32
Assam,Majbat,33
Assam,Majuli,34
Assam,Mangaldoi,35
Assam,Mankachar,36
Assam,Margherita,37
Assam,Mariani,38
Assam,Marigaon,39
Assam,Moran,40
Assam,Naharkatia,41
Assam,Nalbari,42
Assam,Naoboicha,43
Assam,Nazira,44
Assam,Nowgong,45
Assam,Palasbari,46
Assam,Panery,47
Assam,Patacharkuchi,48
Assam,Patharkandi,49
Assam,Raha,50
Assam,Rangapara,51
Assam,Rangiya,52
Assam,Ratabari (sc),53
Assam,Rupohihat,54
Assam,Sadiya,55
Assam,Salmara South,56
Assam,Samaguri,57
Assam,Sarukhetri,58
Assam,Sarupathar,59
Assam,Sibsagar,60
Assam,Sidli,61
Assam,Silchar,62
Assam,Sipajhar,63
Assam,Sonai,64
Assam,Sonari,65
Assam,Sootea,66
Assam,Sorbhog,67
Assam,Tamulpur,68
Assam,Teok,69
Assam,Tezpur,70
Assam,Thowra,71
Assam,Tingkhong,72
Assam,Tinsukia,73
Assam,Titabar,74
Assam,Udalguri,75
Assam,Udharbond,76
Bihar,Agiaon (sc),77
Bihar,Alamnagar,78
Bihar,Alauli (sc),79
Bihar,Alinagar,80
Bihar,Amarpur,81
Bihar,Amnour,82
Bihar,Amour,83
Bihar,Araria,84
Bihar,Arrah,85
Bihar,Arwal,86
Bihar,Asthawan,87
Bihar,Atri,88
Bihar,Aurai,89
Bihar,Aurangabad,90
Bihar,Babubarhi,91
Bihar,Bachhwara,92
Bihar,Bagaha,93
Bihar,Bahadurganj,94
Bihar,Bahadurpur,95
Bihar,Baikunthpur,96
Bihar,Baisi,97
Bihar,Bajpatti,98
Bihar,Bakhri (sc),99
Bihar,Bakhtiarpur,100
Bihar,Balrampur,1
Bihar,Baniapur,2
Bihar,Banka,3
Bihar,Bankipur,4
Bihar,Banmankhi (sc),5
Bihar,Barachatti (sc),6
Bihar,Barari,7
Bihar,Barauli,8
Bihar,Barbigha,9
Bihar,Barh,10
Bihar,Barhara,11
Bihar,Barharia,12
Bihar,Baruraj,13
Bihar,Bathnaha (sc),14
Bihar,Begusarai,15
Bihar,Belaganj,16
Bihar,Beldaur,17
Bihar,Belhar,18
Bihar,Belsand,19
Bihar,Benipatti,20
Bihar,Benipur,21
Bihar,Bettiah,22
Bihar,Bhabua,23
Bihar,Bhagalpur,24
Bihar,Bhorey (sc),25
Bihar,Bibhutipur,26
Bihar,Bihariganj,27
Bihar,Biharsharif,28
Bihar,Bihpur,29
Bihar,Bikram,30
Bihar,Bisfi,31
Bihar,Bochaha (sc),32
Bihar,Bodh Gaya (sc),33
Bihar,Brahampur,34
Bihar,Buxar,35
Bihar,Chainpur,36
Bihar,Chakai,37
Bihar,Chanpatia,38
Bihar,Chapra,39
Bihar,Chenari (sc),40
Bihar,Cheria Bariarpur,41
Bihar,Chhatapur,42
Bihar,Chiraia,43
Bihar,Danapur,44
Bihar,Darauli (sc),45
Bihar,Daraundha,46
Bihar,Darbhanga,47
Bihar,Darbhanga Rural,48
Bihar,Dehri,49
Bihar,Dhaka,50
Bihar,Dhamdaha,51
Bihar,Dhauraiya (sc),52
Bihar,Digha,53
Bihar,Dinara,54
Bihar,Dumraon,55
Bihar,Ekma,56
Bihar,Fatuha,57
Bihar,Forbesganj,58
Bihar,Gaighat,59
Bihar,Garkha (sc),60
Bihar,Gaura Bauram,61
Bihar,Gaya Town,62
Bihar,Ghosi,63
Bihar,Gobindpur,64
Bihar,Goh,65
Bihar,Gopalganj,66
Bihar,Gopalpur,67
Bihar,Goriakothi,68
Bihar,Govindganj,69
Bihar,Gurua,70
Bihar,Hajipur,71
Bihar,Harlakhi,72
Bihar,Harnaut,73
Bihar,Harsidhi (sc),74
Bihar,Hasanpur,75
Bihar,Hathua,76
Bihar,Hayaghat,77
Bihar,Hilsa,78
Bihar,Hisua,79
Bihar,Imamganj (sc),80
Bihar,Islampur,81
Bihar,Jagdishpur,82
Bihar,Jahanabad,83
Bihar,Jale,84
Bihar,Jamalpur,85
Bihar,Jamui,86
Bihar,Jhajha,87
Bihar,Jhanjharpur,88
Bihar,Jokihat,89
Bihar,Kadwa,90
Bihar,Kahalgaon,91
Bihar,Kalyanpur,92
Bihar,Kalyanpur (sc),93
Bihar,Kanti,94
Bihar,Karakat,95
Bihar,Kargahar,96
Bihar,Kasba,97
Bihar,Katihar,98
Bihar,Katoria (st),99
Bihar,Keoti,100
Bihar,Kesaria,1
Bihar,Khagaria,2
Bihar,Khajauli,3
Bihar,Kishanganj,4
Bihar,Kochadhaman,5
Bihar,Korha (sc),6
Bihar,Kuchaikote,7
Bihar,Kumhrar,8
Bihar,Kurhani,9
Bihar,Kurtha,10
Bihar,Kusheshwar Asthan (sc),11
Bihar,Kutumba (sc),12
Bihar,Lakhisarai,13
Bihar,Lalganj,14
Bihar,Laukaha,15
Bihar,Lauriya,16
Bihar,Madhepura,17
Bihar,Madhuban,18
Bihar,Madhubani,19
Bihar,Maharajganj,20
Bihar,Mahishi,21
Bihar,Mahnar,22
Bihar,Mahua,23
Bihar,Makhadumapur (sc),24
Bihar,Maner,25
Bihar,Manihari (st),26
Bihar,Manjhi,27
Bihar,Marhaura,28
Bihar,Masaurhi (sc),29
Bihar,Matihani,30
Bihar,Minapur,31
Bihar,Mohania (sc),32
Bihar,Mohiuddinnagar,33
Bihar,Mokama,34
Bihar,Morwa,35
Bihar,Motihari,36
Bihar,Munger,37
Bihar,Muzaffarpur,38
Bihar,Nabinagar,39
Bihar,Nalanda,40
Bihar,Narkatia,41
Bihar,Narkatiaganj,42
Bihar,Narpatganj,43
Bihar,Nathnagar,44
Bihar,Nautan,45
Bihar,Nawada,46
Bihar,Nirmali,47
Bihar,Nokha,48
Bihar,Obra,49
Bihar,Paliganj,50
Bihar,Parbatta,51
Bihar,Parihar,52
Bihar,Paroo,53
Bihar,Parsa,54
Bihar,Patepur (sc),55
Bihar,Patna Sahib,56
Bihar,Phulparas,57
Bihar,Phulwari (sc),58
Bihar,Pipra,59
Bihar,Pirpainti (sc),60
Bihar,Pranpur,61
Bihar,Purnia,62
Bihar,Rafiganj,63
Bihar,Raghopur,64
Bihar,Raghunathpur,65
Bihar,Raja Pakar (sc),66
Bihar,Rajauli (sc),67
Bihar,Rajgir (sc),68
Bihar,Rajnagar (sc),69
Bihar,Rajpur (sc),70
Bihar,Ramgarh,71
Bihar,Ramnagar (sc),72
Bihar,Raniganj (sc),73
Bihar,Raxaul,74
Bihar,Riga,75
Bihar,Rosera (sc),76
Bihar,Runnisaidpur,77
Bihar,Rupauli,78
Bihar,Saharsa,79
Bihar,Sahebganj,80
Bihar,Sahebpur Kamal,81
Bihar,Sakra (sc),82
Bihar,Samastipur,83
Bihar,Sandesh,84
Bihar,Sarairanjan,85
Bihar,Sasaram,86
Bihar,Shahpur,87
Bihar,Sheikhpura,88
Bihar,Sheohar,89
Bihar,Sherghati,90
Bihar,Sikandra (sc),91
Bihar,Sikta,92
Bihar,Sikti,93
Bihar,Simri Bakhtiarpur,94
Bihar,Singheshwar (sc),95
Bihar,Sitamarhi,96
Bihar,Siwan,97
Bihar,Sonbarsha (sc),98
Bihar,Sonepur,99
Bihar,Sugauli,100
Bihar,Sultanganj,1
Bihar,Supaul,2
Bihar,Sursand,3
Bihar,Suryagarha,4
Bihar,Taraiya,5
Bihar,Tarapur,6
Bihar,Tarari,7
Bihar,Teghra,8
Bihar,Thakurganj,9
Bihar,Tikari,10
Bihar,Triveniganj (sc),11
Bihar,Ujiarpur,12
Bihar,Vaishali,13
Bihar,Valmiki Nagar,14
Bihar,Warisnagar,15
Bihar,Warsaliganj,16
Bihar,Wazirganj,17
Bihar,Ziradei,18
Chhattisgarh,Abhanpur,19
Chhattisgarh,Ahiwara,20
Chhattisgarh,Akaltara,21
Chhattisgarh,Ambikapur,22
Chhattisgarh,Antagarh,23
Chhattisgarh,Arang,24
Chhattisgarh,Baikunthpur,25
Chhattisgarh,Baloda Bazar,26
Chhattisgarh,Basna,27
Chhattisgarh,Bastar,28
Chhattisgarh,Beltara,29
Chhattisgarh,Bemetara,30
Chhattisgarh,Bhanupratappur,31
Chhattisgarh,Bharatpur-sonhat,32
Chhattisgarh,Bhatapara,33
Chhattisgarh,Bhatgaon,34
Chhattisgarh,Bhilai Nagar,35
Chhattisgarh,Bijapur,36
Chhattisgarh,Bilaigarh,37
Chhattisgarh,Bilaspur,38
Chhattisgarh,Bilha,39
Chhattisgarh,Bindranawagarh,40
Chhattisgarh,Chandrapur,41
Chhattisgarh,Chitrakot,42
Chhattisgarh,Dantewara,43
Chhattisgarh,Dhamtari,44
Chhattisgarh,Dharamjaigarh,45
Chhattisgarh,Dharsiwa,46
Chhattisgarh,Dondi Lahara,47
Chhattisgarh,Dongargaon,48
Chhattisgarh,Dongargarh,49
Chhattisgarh,Durg City,50
Chhattisgarh,Durg Gramin,51
Chhattisgarh,Gunderdehi,52
Chhattisgarh,Jagdalpur,53
Chhattisgarh,Jaijaipur,54
Chhattisgarh,Janjgir-champa,55
Chhattisgarh,Jashpur,56
Chhattisgarh,Kanker,57
Chhattisgarh,Kasdol,58
Chhattisgarh,Katghora,59
Chhattisgarh,Kawardha,60
Chhattisgarh,Keshkal,61
Chhattisgarh,Khairagarh,62
Chhattisgarh,Khallari,63
Chhattisgarh,Kharsia,64
Chhattisgarh,Khujji,65
Chhattisgarh,Kondagaon,66
Chhattisgarh,Konta,67
Chhattisgarh,Korba,68
Chhattisgarh,Kota,69
Chhattisgarh,Kunkuri,70
Chhattisgarh,Kurud,71
Chhattisgarh,Lailunga,72
Chhattisgarh,Lormi,73
Chhattisgarh,Lundra,74
Chhattisgarh,Mahasamund,75
Chhattisgarh,Manendragarh,76
Chhattisgarh,Marwahi,77
Chhattisgarh,Masturi,78
Chhattisgarh,Mohala-manpur,79
Chhattisgarh,Mungeli,80
Chhattisgarh,Narainpur,81
Chhattisgarh,Navagarh,82
Chhattisgarh,Pali-tanakhar,83
Chhattisgarh,Pamgarh,84
Chhattisgarh,Pandariya,85
Chhattisgarh,Patan,86
Chhattisgarh,Pathalgaon,87
Chhattisgarh,Pratappur,88
Chhattisgarh,Premnagar,89
Chhattisgarh,Raigarh,90
Chhattisgarh,Raipur City Gramin,91
Chhattisgarh,Raipur City North,92
Chhattisgarh,Raipur City South,93
Chhattisgarh,Raipur City West,94
Chhattisgarh,Rajim,95
Chhattisgarh,Rajnandgaon,96
Chhattisgarh,Ramanujganj,97
Chhattisgarh,Rampur,98
Chhattisgarh,Saja,99
Chhattisgarh,Sakti,100
Chhattisgarh,Samri,1
Chhattisgarh,Sanjari Balod,2
Chhattisgarh,Saraipali,3
Chhattisgarh,Sarangarh,4
Chhattisgarh,Sihawa,5
Chhattisgarh,Sitapur,6
Chhattisgarh,Takhatpur,7
Chhattisgarh,Vaishali Nagar,8
Delhi,Adarsh Nagar,9
Delhi,Ambedkar Nagar,10
Delhi,Babarpur,11
Delhi,Badarpur,12
Delhi,Badli,13
Delhi,Ballimaran,14
Delhi,Bawana,15
Delhi,Bijwasan,16
Delhi,Burari,17
Delhi,Chandni Chowk,18
Delhi,Chhatarpur,19
Delhi,Delhi Cantt,20
Delhi,Deoli,21
Delhi,Dwarka,22
Delhi,Gandhi Nagar,23
Delhi,Ghonda,24
Delhi,Gokalpur,25
Delhi,Greater Kailash,26
Delhi,Hari Nagar,27
Delhi,Janakpuri,28
Delhi,Jangpura,29
Delhi,Kalkaji,30
Delhi,Karawal Nagar,31
Delhi,Karol Bagh,32
Delhi,Kasturba Nagar,33
Delhi,Kirari,34
Delhi,Kondli,35
Delhi,Krishna Nagar,36
Delhi,Laxmi Nagar,37
Delhi,Madipur,38
Delhi,Malviya Nagar,39
Delhi,Mangol Puri,40
Delhi,Matia Mahal,41
Delhi,Matiala,42
Delhi,Mehrauli,43
Delhi,Model Town,44
Delhi,Moti Nagar,45
Delhi,Mundka,46
Delhi,Mustafabad,47
Delhi,Najafgarh,48
Delhi,Nangloi Jat,49
Delhi,Nerela,50
Delhi,New Delhi,51
Delhi,Okhla,52
Delhi,Palam,53
Delhi,Patel Nagar,54
Delhi,Patparganj,55
Delhi,R K Puram,56
Delhi,Rajinder Nagar,57
Delhi,Rajouri Garden,58
Delhi,Rithala,59
Delhi,Rohini,60
Delhi,Rohtas Nagar,61
Delhi,Sadar Bazar,62
Delhi,Sangam Vihar,63
Delhi,Seelampur,64
Delhi,Seema Puri,65
Delhi,Shahdara,66
Delhi,Shakur Basti,67
Delhi,Shalimar Bagh,68
Delhi,Sultanpur Majra,69
Delhi,Tilak Nagar,70
Delhi,Timarpur,71
