state_name,constituency_name,value
Maharashtra,Thane,3
Maharashtra,Wardha,4
Maharashtra,Yavatmal-washim,5
Manipur,Inner Manipur,6
Manipur,Outer Manipur,7
Meghalaya,Shillong,8
Meghalaya,Tura,9
Mizoram,Mizoram,10
Nagaland,Nagaland,11
Orissa,Aska,12
Orissa,Balasore,13
Orissa,Bargarh,14
Orissa,Berhampur,15
Orissa,Bhadrak,16
Orissa,Bhubaneswar,17
Orissa,Bolangir,18
Orissa,Cuttack,19
Orissa,Dhenkanal,20
Orissa,Jagatsinghpur,21
Orissa,Jajpur,22
Orissa,Kalahandi,23
Orissa,Kandhamal,24
Orissa,Kendrapara,25
Orissa,Keonjhar,26
Orissa,Koraput,27
Orissa,Mayurbhanj,28
Orissa,Nabarangpur,29
Orissa,Puri,30
Orissa,Sambalpur,31
Orissa,Sundargarh,32
Puducherry,Puducherry,33
Punjab,Amritsar,34
Punjab,Anandpur Sahib,35
Punjab,Bathinda,36
Punjab,Faridkot,37
Punjab,Fatehgarh Sahib,38
Punjab,Firozpur,39
Punjab,Gurdaspur,40
Punjab,Hoshiarpur,41
Punjab,Jalandhar,42
Punjab,Khadoor Sahib,43
Punjab,Ludhiana,44
Punjab,Patiala,45
Punjab,Sangrur,46
Rajasthan,Ajmer,47
Rajasthan,Alwar,48
Rajasthan,Banswara,49
Rajasthan,Barmer,50
Rajasthan,Bharatpur,51
Rajasthan,Bhilwara,52
Rajasthan,Bikaner,53
Rajasthan,Chittorgarh,54
Rajasthan,Churu,55
Rajasthan,Dausa,56
Rajasthan,Ganganagar,57
Rajasthan,Jaipur,58
Rajasthan,Jaipur Rural,59
Rajasthan,Jalore,60
Rajasthan,Jhunjhunu,61
Rajasthan,Jodhpur,62
Rajasthan,Karauli-dholpur,63
Rajasthan,Kota,64
Rajasthan,Madhopur,65
Rajasthan,Nagaur,66
Rajasthan,Pali,67
Rajasthan,Rajsamand,68
Rajasthan,Sikar,69
Rajasthan,Tonk-sawai,70
Rajasthan,Udaipur,71
Sikkim,Sikkim,72
Tamil Nadu,Arakkonam,73
Tamil Nadu,Arani,74
Tamil Nadu,Chennai Central,75
Tamil Nadu,Chennai North,76
Tamil Nadu,Chennai South,77
Tamil Nadu,Chidambaram,78
Tamil Nadu,Coimbatore,79
Tamil Nadu,Cuddalore,80
Tamil Nadu,Dharmapuri,81
Tamil Nadu,Dindigul,82
Tamil Nadu,Erode,83
Tamil Nadu,Kallakurichi,84
Tamil Nadu,Kancheepuram,85
Tamil Nadu,Kanniyakumari,86
Tamil Nadu,Karur,87
Tamil Nadu,Krishnagiri,88
Tamil Nadu,Madurai,89
Tamil Nadu,Mayiladuthurai,90
Tamil Nadu,Nagapattinam,91
Tamil Nadu,Namakkal,92
Tamil Nadu,Nilgiris,93
Tamil Nadu,Perambalur,94
Tamil Nadu,Pollachi,95
Tamil Nadu,Ramanathapuram,96
Tamil Nadu,Salem,97
Tamil Nadu,Sivaganga,98
Tamil Nadu,Sriperumbudur,99
Tamil Nadu,Tenkasi,100
Tamil Nadu,Thanjavur,1
Tamil Nadu,Theni,2
Tamil Nadu,Thoothukkudi,3
Tamil Nadu,Tiruchirappalli,4
Tamil Nadu,Tirunelveli,5
Tamil Nadu,Tiruppur,6
Tamil Nadu,Tiruvallur,7
Tamil Nadu,Tiruvannamalai,8
Tamil Nadu,Vellore,9
Tamil Nadu,Viluppuram,10
Tamil Nadu,Virudhunagar,11
Tripura,Tripura East,12
Tripura,Tripura West,13
Uttar Pradesh,Agra,14
Uttar Pradesh,Akbarpur,15
Uttar Pradesh,Aligarh,16
Uttar Pradesh,Allahabad,17
Uttar Pradesh,Ambedkar Nagar,18
Uttar Pradesh,Amethi,19
Uttar Pradesh,Amroha,20
Uttar Pradesh,Aonla,21
Uttar Pradesh,Azamgarh,22
Uttar Pradesh,Badaun,23
Uttar Pradesh,Baghpat,24
Uttar Pradesh,Bahraich,25
Uttar Pradesh,Ballia,26
Uttar Pradesh,Banda,27
Uttar Pradesh,Bansgaon,28
Uttar Pradesh,Barabanki,29
Uttar Pradesh,Bareilly,30
Uttar Pradesh,Basti,31
Uttar Pradesh,Bhadohi,32
Uttar Pradesh,Bijnor,33
Uttar Pradesh,Bulandshahr,34
Uttar Pradesh,Chandauli,35
Uttar Pradesh,Deoria,36
Uttar Pradesh,Dhaurahra,37
Uttar Pradesh,Domariyaganj,38
Uttar Pradesh,Etah,39
Uttar Pradesh,Etawah,40
Uttar Pradesh,Faizabad,41
Uttar Pradesh,Farrukhabad,42
Uttar Pradesh,Fatehpur,43
Uttar Pradesh,Fatehpur Sikri,44
Uttar Pradesh,Firozabad,45
Uttar Pradesh,Gautam Buddha Nagar,46
Uttar Pradesh,Ghaziabad,47
Uttar Pradesh,Ghazipur,48
Uttar Pradesh,Ghosi,49
Uttar Pradesh,Gonda,50
Uttar Pradesh,Gorakhpur,51
Uttar Pradesh,Hamirpur,52
Uttar Pradesh,Hardoi,53
Uttar Pradesh,Hathras,54
Uttar Pradesh,Jalaun,55
Uttar Pradesh,Jaunpur,56
Uttar Pradesh,Jhansi,57
Uttar Pradesh,Kairana,58
Uttar Pradesh,Kaiserganj,59
Uttar Pradesh,Kannauj,60
Uttar Pradesh,Kanpur,61
Uttar Pradesh,Kaushambi,62
Uttar Pradesh,Kheri,63
Uttar Pradesh,Kushi Nagar,64
Uttar Pradesh,Lalganj,65
Uttar Pradesh,Lucknow,66
Uttar Pradesh,Machhlishahr,67
Uttar Pradesh,Maharajganj,68
Uttar Pradesh,Mainpuri,69
Uttar Pradesh,Mathura,70
Uttar Pradesh,Meerut,71
Uttar Pradesh,Mirzapur,72
Uttar Pradesh,Misrikh,73
Uttar Pradesh,Mohanlalganj,74
Uttar Pradesh,Moradabad,75
Uttar Pradesh,Muzaffarnagar,76
Uttar Pradesh,Nagina,77
Uttar Pradesh,Phulpur,78
Uttar Pradesh,Pilibhit,79
Uttar Pradesh,Pratapgarh,80
Uttar Pradesh,Rae Bareli,81
Uttar Pradesh,Rampur,82
Uttar Pradesh,Robertsganj,83
Uttar Pradesh,Saharanpur,84
Uttar Pradesh,Salempur,85
Uttar Pradesh,Sambhal,86
Uttar Pradesh,Sant Kabir Nagar,87
Uttar Pradesh,Shahjahanpur,88
Uttar Pradesh,Shrawasti,89
Uttar Pradesh,Sitapur,90
Uttar Pradesh,Sultanpur,91
Uttar Pradesh,Unnao,92
Uttar Pradesh,Varanasi,93
Uttarakhand,Almora,94
Uttarakhand,Garhwal,95
Uttarakhand,Hardwar,96
Uttarakhand,Nainital-udham Singh Nagar,97
Uttarakhand,Tehri Garhwal,98
West Bengal,Alipurduars,99
West Bengal,Arambag,100
West Bengal,Asansol,1
West Bengal,Baharampur,2
West Bengal,Balurghat,3
West Bengal,Bangaon,4
West Bengal,Bankura,5
West Bengal,Barasat,6
West Bengal,Bardhaman Purba,7
West Bengal,Bardhaman-durgapur,8
West Bengal,Barrackpur,9
West Bengal,Basirhat,10
West Bengal,Birbhum,11
West Bengal,Bishnupur,12
West Bengal,Bolpur,13
West Bengal,Coochbehar,14
West Bengal,Darjeeling,15
West Bengal,Diamond Harbour,16
West Bengal,Dum Dum,17
West Bengal,Ghatal,18
West Bengal,Hooghly,19
West Bengal,Howrah,20
West Bengal,Jadavpur,21
West Bengal,Jalpaiguri,22
West Bengal,Jangipur,23
West Bengal,Jaynagar,24
West Bengal,Jhargram,25
West Bengal,Kanthi,26
West Bengal,Kolkata Dakshin,27
West Bengal,Kolkata Uttar,28
West Bengal,Krishnanagar,29
West Bengal,Maldaha,30
West Bengal,Maldaha Uttar,31
West Bengal,Mathurapur,32
West Bengal,Medinipur,33
West Bengal,Murshidabad,34
West Bengal,Purulia,35
West Bengal,Raiganj,36
West Bengal,Ranaghat,37
West Bengal,Sreerampur,38
West Bengal,Tamluk,39
West Bengal,Uluberia,40
