state_name,subdistrict_name,value
ANDHRA PRADESH,GOSPADU,85
ANDHRA PRADESH,GUDEM KOTHA VEEDHI,86
ANDHRA PRADESH,GUDIBANDA,87
ANDHRA PRADESH,GUDIPALA,88
ANDHRA PRADESH,GUDIPALLI,89
ANDHRA PRADESH,GUDIVADA,90
ANDHRA PRADESH,GUDLAVALLERU,91
ANDHRA PRADESH,GUDULUR,92
ANDHRA PRADESH,GUDUR,93
ANDHRA PRADESH,GUDURU,94
ANDHRA PRADESH,GUMMA LAKSHMĪPURAM,95
ANDHRA PRADESH,GUMMAGATTA,96
ANDHRA PRADESH,GUNTAKAL,97
ANDHRA PRADESH,GUNTUR,98
ANDHRA PRADESH,GURAJALA,99
ANDHRA PRADESH,GURLA,100
ANDHRA PRADESH,GURRAMKONDA,1
ANDHRA PRADESH,HANUMANTUNIPADU,2
ANDHRA PRADESH,HINDUPUR,3
ANDHRA PRADESH,HIRAMANDALAM,4
ANDHRA PRADESH,HIREHALLU HOSHAHALLI,5
ANDHRA PRADESH,HOLAGUNDA,6
ANDHRA PRADESH,HUKUMPETA,7
ANDHRA PRADESH,I POLAVARAM,8
ANDHRA PRADESH,IBRAHIMPATNAM,9
ANDHRA PRADESH,ICHCHAPURAM,10
ANDHRA PRADESH,INDUKURUPETA,11
ANDHRA PRADESH,INKOLLU,12
ANDHRA PRADESH,IPURU,13
ANDHRA PRADESH,IRAGAVARAM,14
ANDHRA PRADESH,IRALA,15
ANDHRA PRADESH,JAGGAMPETA,16
ANDHRA PRADESH,JAGGAYYAPETA,17
ANDHRA PRADESH,JALADANKI,18
ANDHRA PRADESH,JALUMURU,19
ANDHRA PRADESH,JAMI,20
ANDHRA PRADESH,JAMMALAMADUGU,21
ANDHRA PRADESH,JANAKAVARAM PANGULURU,22
ANDHRA PRADESH,JANGAREDDIGUDEM,23
ANDHRA PRADESH,JILUGUMILLI,24
ANDHRA PRADESH,JIYYAMMAVALASA,25
ANDHRA PRADESH,JUPADU BUNGALOW,26
ANDHRA PRADESH,K.V.V.B. PURAM,27
ANDHRA PRADESH,KADIAM,28
ANDHRA PRADESH,KADIRI,29
ANDHRA PRADESH,KAIKALUR,30
ANDHRA PRADESH,KAJULURU,31
ANDHRA PRADESH,KAKINADA,32
ANDHRA PRADESH,KAKUMANU,33
ANDHRA PRADESH,KALAKADA,34
ANDHRA PRADESH,KALASAPADU,35
ANDHRA PRADESH,KALIDINDI,36
ANDHRA PRADESH,KALIGIRI,37
ANDHRA PRADESH,KALIKIRI,38
ANDHRA PRADESH,KALLA,39
ANDHRA PRADESH,KALLUR,40
ANDHRA PRADESH,KALUVOYA,41
ANDHRA PRADESH,KALYANDURG,42
ANDHRA PRADESH,KAMALAPURAM,43
ANDHRA PRADESH,KAMAVARAPUKOTA,44
ANDHRA PRADESH,KAMBADUR,45
ANDHRA PRADESH,KAMBHAM,46
ANDHRA PRADESH,KAMBHAMVARIPALLE,47
ANDHRA PRADESH,KANAGANAPALLE,48
ANDHRA PRADESH,KANCHIKACHERLA,49
ANDHRA PRADESH,KANCHILI,50
ANDHRA PRADESH,KANDUKUR,51
ANDHRA PRADESH,KANEKALLU,52
ANDHRA PRADESH,KANIGIRI,53
ANDHRA PRADESH,KANKIPADU,54
ANDHRA PRADESH,KAPILESWARAPURAM,55
ANDHRA PRADESH,KARAMCHEDU,56
ANDHRA PRADESH,KARAPA,57
ANDHRA PRADESH,KAREMPUDI,58
ANDHRA PRADESH,KARLAPALEM,59
ANDHRA PRADESH,KARVETNAGAR,60
ANDHRA PRADESH,KASIMKOTA,61
ANDHRA PRADESH,KATRENIKONA,62
ANDHRA PRADESH,KAVALI,63
ANDHRA PRADESH,KAVITI,64
ANDHRA PRADESH,KHAJIPETA,65
ANDHRA PRADESH,KINTADA KOTOPADU,66
ANDHRA PRADESH,KIRLAMPUDI,67
ANDHRA PRADESH,KODAVALUR,68
ANDHRA PRADESH,KODUMUR,69
ANDHRA PRADESH,KODUR,70
ANDHRA PRADESH,KODURU,71
ANDHRA PRADESH,KOILKUNTLA,72
ANDHRA PRADESH,KOLIMIGUNDLA,73
ANDHRA PRADESH,KOLLIPARA,74
ANDHRA PRADESH,KOLLURU,75
ANDHRA PRADESH,KOMARADA,76
ANDHRA PRADESH,KOMAROLU,77
ANDHRA PRADESH,KONAKANAMETLA,78
ANDHRA PRADESH,KONDAPI,79
ANDHRA PRADESH,KONDAPURAM,80
ANDHRA PRADESH,KORISAPADU,81
ANDHRA PRADESH,KORUKONDA,82
ANDHRA PRADESH,KOSIGI,83
ANDHRA PRADESH,KOTA,84
ANDHRA PRADESH,KOTABOMMALI,85
ANDHRA PRADESH,KOTANANDURU,86
ANDHRA PRADESH,KOTAURATLA,87
ANDHRA PRADESH,KOTHACHERUVU,88
ANDHRA PRADESH,KOTTAPALLE,89
ANDHRA PRADESH,KOTTAPALLI,90
ANDHRA PRADESH,KOTTAPATNAM,91
ANDHRA PRADESH,KOTTAPETA,92
ANDHRA PRADESH,KOTTAVALASA,93
ANDHRA PRADESH,KOTTURU,94
ANDHRA PRADESH,KOUTHALAM,95
ANDHRA PRADESH,KOVUR,96
ANDHRA PRADESH,KOVVURU,97
ANDHRA PRADESH,KOYYALAGUDEM,98
ANDHRA PRADESH,KOYYURU,99
ANDHRA PRADESH,KRISHNAGIRI,100
ANDHRA PRADESH,KROSUR,1
ANDHRA PRADESH,KRUTTIVENNU,2
ANDHRA PRADESH,KUDERU,3
ANDHRA PRADESH,KUKNURU,4
ANDHRA PRADESH,KUNAVARAM,5
ANDHRA PRADESH,KUNDURPI,6
ANDHRA PRADESH,KUPPAM,7
ANDHRA PRADESH,KURABALAKOTA,8
ANDHRA PRADESH,KURICHEDU,9
ANDHRA PRADESH,KURNOOL,10
ANDHRA PRADESH,KURUPAM,11
ANDHRA PRADESH,KUSUMALA,12
ANDHRA PRADESH,LAKKAVARAPUKOTA,13
ANDHRA PRADESH,LAKKIREDDIPALLE,14
ANDHRA PRADESH,LAVERU,15
ANDHRA PRADESH,LEPAKSHI,16
ANDHRA PRADESH,LINGALA,17
ANDHRA PRADESH,LINGAPALEM,18
ANDHRA PRADESH,LINGASAMUDRAM,19
ANDHRA PRADESH,MACHAVARAM,20
ANDHRA PRADESH,MACHERLA,21
ANDHRA PRADESH,MACHILIPATNAM,22
ANDHRA PRADESH,MADAKASIRA,23
ANDHRA PRADESH,MADANAPALLE,24
ANDHRA PRADESH,MADDIKERA,25
ANDHRA PRADESH,MADDIPADU,26
ANDHRA PRADESH,MADUGULA,27
ANDHRA PRADESH,MAHANANDI,28
ANDHRA PRADESH,MAIDUKURU,29
ANDHRA PRADESH,MAKAVARAPALEM,30
ANDHRA PRADESH,MAKKUVA,31
ANDHRA PRADESH,MALIKIPURAM,32
ANDHRA PRADESH,MAMIDIKUDURU,33
ANDHRA PRADESH,MANDAPETA,34
ANDHRA PRADESH,MANDAVALLI,35
ANDHRA PRADESH,MANGALAGIRI,36
ANDHRA PRADESH,MANTRALAYAM,37
ANDHRA PRADESH,MANUBOLU,38
ANDHRA PRADESH,MAREDUMILLI,39
ANDHRA PRADESH,MARKAPUR,40
ANDHRA PRADESH,MARRIPADU,41
ANDHRA PRADESH,MARRIPUDI,42
ANDHRA PRADESH,MARTURU,43
ANDHRA PRADESH,MEDIKONDURU,44
ANDHRA PRADESH,MELIYAPUTTI,45
ANDHRA PRADESH,MENTADA,46
ANDHRA PRADESH,MERAKAMUDIDAM,47
ANDHRA PRADESH,MIDTURU,48
ANDHRA PRADESH,MOGALTURRU,49
ANDHRA PRADESH,MOPIDEVI,50
ANDHRA PRADESH,MOVVA,51
ANDHRA PRADESH,MUDDANUR,52
ANDHRA PRADESH,MUDINEPALLE,53
ANDHRA PRADESH,MULAKALACHERUVU,54
ANDHRA PRADESH,MUMMIDIVARAM,55
ANDHRA PRADESH,MUNAGAPAKA,56
ANDHRA PRADESH,MUNCHINGIPATTU,57
ANDHRA PRADESH,MUNDLAMURU,58
ANDHRA PRADESH,MUPPALLA,59
ANDHRA PRADESH,MUSUNURU,60
ANDHRA PRADESH,MUTTUKURU,61
ANDHRA PRADESH,MYLAVARAM,62
ANDHRA PRADESH,NADENDLA,63
ANDHRA PRADESH,NAGALAPURAM,64
ANDHRA PRADESH,NAGARAM,65
ANDHRA PRADESH,NAGARI,66
ANDHRA PRADESH,NAGAYALANKA,67
ANDHRA PRADESH,NAGULAUPALAPADU,68
ANDHRA PRADESH,NAKKAPALLI,69
ANDHRA PRADESH,NALLACHERUVU,70
ANDHRA PRADESH,NALLAJERLA,71
ANDHRA PRADESH,NALLAMADA,72
ANDHRA PRADESH,NAMBULIPULIKUNTA,73
ANDHRA PRADESH,NANDALUR,74
ANDHRA PRADESH,NANDAVARAM,75
ANDHRA PRADESH,NANDIGAM,76
ANDHRA PRADESH,NANDIGAMA,77
ANDHRA PRADESH,NANDIKOTKUR,78
ANDHRA PRADESH,NANDIVADA,79
ANDHRA PRADESH,NANDYAL,80
ANDHRA PRADESH,NARASANNAPETA,81
ANDHRA PRADESH,NARASAPUR,82
ANDHRA PRADESH,NARASARAOPET,83
ANDHRA PRADESH,NARAYANAVANAM,84
ANDHRA PRADESH,NARPALA,85
ANDHRA PRADESH,NARSIPATNAM,86
ANDHRA PRADESH,NATAVARAM,87
ANDHRA PRADESH,NAYUDUPETA,88
ANDHRA PRADESH,NEKARIKALLU,89
ANDHRA PRADESH,NELLIMARLA,90
ANDHRA PRADESH,NELLORE,91
ANDHRA PRADESH,NIDADAVOLE,92
ANDHRA PRADESH,NIDAMARRU,93
ANDHRA PRADESH,NIMMANAPALLE,94
ANDHRA PRADESH,NINDRA,95
ANDHRA PRADESH,NIZAMPATNAM,96
ANDHRA PRADESH,NUJENDLA,97
ANDHRA PRADESH,NUZVID,98
ANDHRA PRADESH,OBULADEVARACHERUVU,99
ANDHRA PRADESH,OBULAVARIPALLE,100
ANDHRA PRADESH,OJILI,1
ANDHRA PRADESH,ONGOLE,2
ANDHRA PRADESH,ORVAKAL,3
ANDHRA PRADESH,OWK,4
ANDHRA PRADESH,PACHIPENTA,5
ANDHRA PRADESH,PADERU,6
ANDHRA PRADESH,PADMANABHAM,7
ANDHRA PRADESH,PAGIDYALA,8
ANDHRA PRADESH,PAKALA,9
ANDHRA PRADESH,PALAKODERU,10
ANDHRA PRADESH,PALAKOLLU,11
ANDHRA PRADESH,PALAPURAM,12
ANDHRA PRADESH,PALASA,13
ANDHRA PRADESH,PALKONDA,14
ANDHRA PRADESH,PALMANER,15
ANDHRA PRADESH,PAMARRU,16
ANDHRA PRADESH,PAMIDI,17
ANDHRA PRADESH,PAMIDIMUKKALA,18
ANDHRA PRADESH,PAMULAPADU,19
ANDHRA PRADESH,PAMURU,20
ANDHRA PRADESH,PANYAM,21
ANDHRA PRADESH,PARAGI,22
ANDHRA PRADESH,PARAVADA,23
ANDHRA PRADESH,PARUCHURU,24
ANDHRA PRADESH,PARVATIPURAM,25
ANDHRA PRADESH,PATAPATNAM,26
ANDHRA PRADESH,PATTIKONDA,27
ANDHRA PRADESH,PAYAKARAOPETA,28
ANDHRA PRADESH,PEDA KAKANI,29
ANDHRA PRADESH,PEDAKURAPADU,30
ANDHRA PRADESH,PEDANA,31
ANDHRA PRADESH,PEDDA CHERLOPALLI,32
ANDHRA PRADESH,PEDDA GANNAVARAM,33
ANDHRA PRADESH,PEDDA GANTYADA,34
ANDHRA PRADESH,PEDDA MUDIUM,35
ANDHRA PRADESH,PEDDA NANDIPADU,36
ANDHRA PRADESH,PEDDA PAPPURU,37
ANDHRA PRADESH,PEDDA TIPPA SAMUDRAM,38
ANDHRA PRADESH,PEDDABAYALU,39
ANDHRA PRADESH,PEDDAKADABURU,40
ANDHRA PRADESH,PEDDAMANDYAM,41
ANDHRA PRADESH,PEDDAPADU,42
ANDHRA PRADESH,PEDDAPANJANI,43
ANDHRA PRADESH,PEDDAPAPPUR,44
ANDHRA PRADESH,PEDDAPARUPUDI,45
ANDHRA PRADESH,PEDDAPUDI,46
ANDHRA PRADESH,PEDDAPURAM,47
ANDHRA PRADESH,PEDDARAVIDU,48
ANDHRA PRADESH,PEDDAVADUGURU,49
ANDHRA PRADESH,PEDDAVEGI,50
ANDHRA PRADESH,PELLAKUR,51
ANDHRA PRADESH,PENAGALUR,52
ANDHRA PRADESH,PENDLIMARRI,53
ANDHRA PRADESH,PENDURTI,54
ANDHRA PRADESH,PENTAPADU,55
ANDHRA PRADESH,PENUGANCHIPROLU,56
ANDHRA PRADESH,PENUGONDA,57
ANDHRA PRADESH,PENUKONDA,58
ANDHRA PRADESH,PENUMANTRA,59
ANDHRA PRADESH,PENUMULURU,60
ANDHRA PRADESH,PENUMUR,61
ANDHRA PRADESH,PERAVALLI,62
ANDHRA PRADESH,PHIRANGIPURAM,63
ANDHRA PRADESH,PIDUGURALLA,64
ANDHRA PRADESH,PILERU,65
ANDHRA PRADESH,PITHAPURAM,66
ANDHRA PRADESH,PITTALAVARIPALEM,67
ANDHRA PRADESH,PODALAKUR,68
ANDHRA PRADESH,PODILE,69
ANDHRA PRADESH,PODURU,70
ANDHRA PRADESH,POLAKI,71
ANDHRA PRADESH,POLAVARAM,72
ANDHRA PRADESH,PONDURU,73
ANDHRA PRADESH,PONNALURU,74
ANDHRA PRADESH,PONNURU,75
ANDHRA PRADESH,PORUMAMILLA,76
ANDHRA PRADESH,PRATTIPADU,77
ANDHRA PRADESH,PRODDATUR,78
ANDHRA PRADESH,PULICHERLA,79
ANDHRA PRADESH,PULIVENDLA,80
ANDHRA PRADESH,PULLALACHERUVU,81
ANDHRA PRADESH,PULLAMPET,82
ANDHRA PRADESH,PUNGUNURU,83
ANDHRA PRADESH,PUSAPATIREGA,84
ANDHRA PRADESH,PUTHALAPATTU,85
ANDHRA PRADESH,PUTLUR,86
ANDHRA PRADESH,PUTTAPARTI,87
ANDHRA PRADESH,PUTTUR,88
ANDHRA PRADESH,PYAPALLI,89
ANDHRA PRADESH,RACHERLA,90
ANDHRA PRADESH,RAJAM,91
ANDHRA PRADESH,RAJAMAHENDRAVARAM RURAL,92
ANDHRA PRADESH,RAJAMAHENDRAVARAM URBAN,93
ANDHRA PRADESH,RAJAMPET,94
ANDHRA PRADESH,RAJANAGARAM,95
ANDHRA PRADESH,RAJAVOMMANGI,96
ANDHRA PRADESH,RAJUPALEM,97
ANDHRA PRADESH,RAMABHADRAPURAM,98
ANDHRA PRADESH,RAMACHANDRAPURA,99
ANDHRA PRADESH,RAMACHANDRAPURAM,100
ANDHRA PRADESH,RAMAGIRI,1
ANDHRA PRADESH,RAMAKUPPAM,2
ANDHRA PRADESH,RAMAPURAM,3
ANDHRA PRADESH,RAMASAMUDRAM,4
ANDHRA PRADESH,RAMBILLI,5
ANDHRA PRADESH,RAMCHANDRAPURAM,6
ANDHRA PRADESH,RAMPA CHODAVARAM,7
ANDHRA PRADESH,RANASTHAL,8
ANDHRA PRADESH,RANGAMPETA,9
ANDHRA PRADESH,RAPTADU,10
ANDHRA PRADESH,RAPUR,11
ANDHRA PRADESH,RAVIKAMATAM,12
ANDHRA PRADESH,RAVULAPALEM,13
ANDHRA PRADESH,RAYACHOTI,14
ANDHRA PRADESH,RAYADURG,15
ANDHRA PRADESH,RAYAVARAM,16
ANDHRA PRADESH,RAZOLE,17
ANDHRA PRADESH,REDDIGUDEM,18
ANDHRA PRADESH,REGIDI AMADALAVALASA,19
ANDHRA PRADESH,RENIGUNTA,20
ANDHRA PRADESH,RENTACHINTALA,21
ANDHRA PRADESH,REPALLE,22
ANDHRA PRADESH,ROLLA,23
ANDHRA PRADESH,ROLUGUNTA,24
ANDHRA PRADESH,ROMPICHERLA,25
ANDHRA PRADESH,RUDDAM,26
ANDHRA PRADESH,RUDRAVARAM,27
ANDHRA PRADESH,SABBAVARAM,28
ANDHRA PRADESH,SAIDAPURAM,29
ANDHRA PRADESH,SAKHINETIPALLE,30
ANDHRA PRADESH,SALLUR,31
ANDHRA PRADESH,SAMALKOT,32
ANDHRA PRADESH,SAMBEPALLE,33
ANDHRA PRADESH,SANGAM,34
ANDHRA PRADESH,SANJAMALA,35
ANDHRA PRADESH,SANTAKAVITI,36
ANDHRA PRADESH,SANTAMAGULURU,37
ANDHRA PRADESH,SANTANUTALAPADU,38
ANDHRA PRADESH,SANTBOMMALI,39
ANDHRA PRADESH,SANTHIPURAM,40
ANDHRA PRADESH,SARAVAKOTA,41
ANDHRA PRADESH,SARUBUJJILI,42
ANDHRA PRADESH,SARVASIDDHI RAYAVARAM,43
ANDHRA PRADESH,SATTANAPALLE,44
ANDHRA PRADESH,SATYAVEDU,45
ANDHRA PRADESH,SAVALYAPURAM,46
ANDHRA PRADESH,SEETHANAGARAM,47
ANDHRA PRADESH,SETTURU,48
ANDHRA PRADESH,SHANKHAVARAM,49
ANDHRA PRADESH,SIDDHAVATTAM,50
ANDHRA PRADESH,SIMHADRIPURAM,51
ANDHRA PRADESH,SINGANAMALA,52
ANDHRA PRADESH,SINGARAYAKONDA,53
ANDHRA PRADESH,SIRVEL,54
ANDHRA PRADESH,SITAMPETA,55
ANDHRA PRADESH,SITANAGARAM,56
ANDHRA PRADESH,SITARAMPURAM,57
ANDHRA PRADESH,SODAM,58
ANDHRA PRADESH,SOMALA,59
ANDHRA PRADESH,SOMANDEPALLE,60
ANDHRA PRADESH,SOMPETA,61
ANDHRA PRADESH,SRI AVADHUTA KASINAYANA,62
ANDHRA PRADESH,SRIKAKULAM,63
ANDHRA PRADESH,SRIKALAHASTI,64
ANDHRA PRADESH,SRIRANGARAJAPURAM,65
ANDHRA PRADESH,SRISAILAM,66
ANDHRA PRADESH,SRUNGAVARAPUKOTA,67
ANDHRA PRADESH,SULLURPETA,68
ANDHRA PRADESH,T SUNDUPALLE,69
ANDHRA PRADESH,TADA,70
ANDHRA PRADESH,TADEPALLE,71
ANDHRA PRADESH,TADEPALLIGUDEM,72
ANDHRA PRADESH,TADIKONDA,73
ANDHRA PRADESH,TADIMARRI,74
ANDHRA PRADESH,TADPATRI,75
ANDHRA PRADESH,TALAVANCHI NARASAPURAM,76
ANDHRA PRADESH,TALLAREVU,77
ANDHRA PRADESH,TALLURU,78
ANDHRA PRADESH,TALUPULA,79
ANDHRA PRADESH,TANAKAL,80
ANDHRA PRADESH,TANGUTUR,81
ANDHRA PRADESH,TANUKU,82
ANDHRA PRADESH,TARLUPADU,83
ANDHRA PRADESH,TEKKAL,84
ANDHRA PRADESH,TENALI,85
ANDHRA PRADESH,TERLAM,86
ANDHRA PRADESH,THALLAPUDI,87
ANDHRA PRADESH,THAMBALLAPALLE,88
ANDHRA PRADESH,THAVANAMPALLE,89
ANDHRA PRADESH,THONDUR,90
ANDHRA PRADESH,THOTTAMBEDU,91
ANDHRA PRADESH,TIRUPATI RURAL,92
ANDHRA PRADESH,TIRUPATI URBAN,93
ANDHRA PRADESH,TIRUVURU,94
ANDHRA PRADESH,TONDANGI,95
ANDHRA PRADESH,TOTAPALLIGUDUR,96
ANDHRA PRADESH,TOTLAVALLURU,97
ANDHRA PRADESH,TRIPURANTAKAM,98
