state_name,block_name,value
Andhra Pradesh,Nallacheruvu,61
Andhra Pradesh,Nallajerla,62
Andhra Pradesh,Nallamada,63
Andhra Pradesh,Nambulipulikunta,64
Andhra Pradesh,Nandalur,65
Andhra Pradesh,Nandavaram,66
Andhra Pradesh,Nandi Kotkur,67
Andhra Pradesh,Nandigam,68
Andhra Pradesh,Nandigama,69
Andhra Pradesh,Nandivada,70
Andhra Pradesh,Nandyal,71
Andhra Pradesh,Narasannapeta,72
Andhra Pradesh,Narasapuram,73
Andhra Pradesh,Narasaraopeta,74
Andhra Pradesh,Narayanavanam,75
Andhra Pradesh,Narpala,76
Andhra Pradesh,Narsipatnam,77
Andhra Pradesh,Nathavaram,78
Andhra Pradesh,Nellimarla,79
Andhra Pradesh,Nellore,80
Andhra Pradesh,Nidadavole,81
Andhra Pradesh,Nidamarru,82
Andhra Pradesh,Nimmanapalle,83
Andhra Pradesh,Nindra,84
Andhra Pradesh,Nizampatnam,85
Andhra Pradesh,Nuzendla,86
Andhra Pradesh,Nuzvid,87
Andhra Pradesh,Obuladevaracheruvu,88
Andhra Pradesh,Obulavaripalle,89
Andhra Pradesh,Ojili,90
Andhra Pradesh,Ongole,91
Andhra Pradesh,Orvakal,92
Andhra Pradesh,Owk,93
Andhra Pradesh,P Gannavaram,94
Andhra Pradesh,Pachipenta,95
Andhra Pradesh,Paderu,96
Andhra Pradesh,Padmanabham,97
Andhra Pradesh,Pagidyala,98
Andhra Pradesh,Pakala,99
Andhra Pradesh,Palacole,100
Andhra Pradesh,Palakoderu,1
Andhra Pradesh,Palakonda,2
Andhra Pradesh,Palamaner,3
Andhra Pradesh,Palasa,4
Andhra Pradesh,Palasamudram,5
Andhra Pradesh,Pamarru,6
Andhra Pradesh,Pamidi,7
Andhra Pradesh,Pamidimukkala,8
Andhra Pradesh,Pamulapadu,9
Andhra Pradesh,Pamur,10
Andhra Pradesh,Panyam,11
Andhra Pradesh,Paravada,12
Andhra Pradesh,Parchur,13
Andhra Pradesh,Parigi,14
Andhra Pradesh,Parvathipuram,15
Andhra Pradesh,Pathapatnam,16
Andhra Pradesh,Pattikonda,17
Andhra Pradesh,Payakaraopeta,18
Andhra Pradesh,Peapally,19
Andhra Pradesh,Pedaaraveedu,20
Andhra Pradesh,Pedabayalu,21
Andhra Pradesh,Pedacherlopalle,22
Andhra Pradesh,Pedagantyada,23
Andhra Pradesh,Pedakakani,24
Andhra Pradesh,Pedakurapadu,25
Andhra Pradesh,Pedana,26
Andhra Pradesh,Pedanandipadu,27
Andhra Pradesh,Pedapadu,28
Andhra Pradesh,Pedaparupudi,29
Andhra Pradesh,Pedapudi,30
Andhra Pradesh,Pedavegi,31
Andhra Pradesh,Pedda Kadubur,32
Andhra Pradesh,Pedda Panjani,33
Andhra Pradesh,Peddamandyam,34
Andhra Pradesh,Peddamudium,35
Andhra Pradesh,Peddapappur,36
Andhra Pradesh,Peddapuram,37
Andhra Pradesh,Peddathippasamudram,38
Andhra Pradesh,Peddavadugur,39
Andhra Pradesh,Pellakur,40
Andhra Pradesh,Penagaluru,41
Andhra Pradesh,Penamaluru,42
Andhra Pradesh,Pendlimarri,43
Andhra Pradesh,Pendurthi,44
Andhra Pradesh,Pentapadu,45
Andhra Pradesh,Penu Konda,46
Andhra Pradesh,Penuganchiprolu,47
Andhra Pradesh,Penugonda,48
Andhra Pradesh,Penumantra,49
Andhra Pradesh,Penumuru,50
Andhra Pradesh,Peravali,51
Andhra Pradesh,Phirangipuram,52
Andhra Pradesh,Pichatur,53
Andhra Pradesh,Piduguralla,54
Andhra Pradesh,Pileru,55
Andhra Pradesh,Pithapuram,56
Andhra Pradesh,Pittalavanipalem,57
Andhra Pradesh,Podili,58
Andhra Pradesh,Podlakur,59
Andhra Pradesh,Poduru,60
Andhra Pradesh,Polaki,61
Andhra Pradesh,Polavaram,62
Andhra Pradesh,Ponduru,63
Andhra Pradesh,Ponnaluru,64
Andhra Pradesh,Ponnur,65
Andhra Pradesh,Porumamilla,66
Andhra Pradesh,Prathipadu,67
Andhra Pradesh,Proddutur,68
Andhra Pradesh,Pulicherla,69
Andhra Pradesh,Pulivendla,70
Andhra Pradesh,Pullalacheruvu,71
Andhra Pradesh,Pullampeta,72
Andhra Pradesh,Punganur,73
Andhra Pradesh,Pusapatirega,74
Andhra Pradesh,Puthalapattu,75
Andhra Pradesh,Putlur,76
Andhra Pradesh,Puttaparthi,77
Andhra Pradesh,Puttur,78
Andhra Pradesh,Racherla,79
Andhra Pradesh,Rajahmundry(Rural),80
Andhra Pradesh,Rajam,81
Andhra Pradesh,Rajampet,82
Andhra Pradesh,Rajanagaram,83
Andhra Pradesh,Rajavommangi,84
Andhra Pradesh,Raju Palem,85
Andhra Pradesh,Rajupalem,86
Andhra Pradesh,Rama Kuppam,87
Andhra Pradesh,Ramabhadrapuram,88
Andhra Pradesh,Ramachandrapuram,89
Andhra Pradesh,Ramagiri,90
Andhra Pradesh,Ramapuram,91
Andhra Pradesh,Ramasamudram,92
Andhra Pradesh,Rambilli,93
Andhra Pradesh,Rampachodavaram,94
Andhra Pradesh,Ranastalam,95
Andhra Pradesh,Rangampeta,96
Andhra Pradesh,Raptadu,97
Andhra Pradesh,Rapur,98
Andhra Pradesh,Ravikamatham,99
Andhra Pradesh,Ravulapalem,100
Andhra Pradesh,Rayachoti,1
Andhra Pradesh,Rayadurg,2
Andhra Pradesh,Rayavaram,3
Andhra Pradesh,Razole,4
Andhra Pradesh,Reddigudem,5
Andhra Pradesh,Regidiamadalavalasa,6
Andhra Pradesh,Renigunta,7
Andhra Pradesh,Rentachintala,8
Andhra Pradesh,Repalle,9
Andhra Pradesh,Roddam,10
Andhra Pradesh,Rolla,11
Andhra Pradesh,Rolugunta,12
Andhra Pradesh,Rompicherla,13
Andhra Pradesh,Rudravaram,14
Andhra Pradesh,S A Kasinayana,15
Andhra Pradesh,S Rayavaram,16
Andhra Pradesh,Sabbavaram,17
Andhra Pradesh,Sakhinetipalle,18
Andhra Pradesh,Salur,19
Andhra Pradesh,Samalkota,20
Andhra Pradesh,Sambepalle,21
Andhra Pradesh,Sangam,22
Andhra Pradesh,Sanjamala,23
Andhra Pradesh,Sankhavaram,24
Andhra Pradesh,Santhabommali,25
Andhra Pradesh,Santhakaviti,26
Andhra Pradesh,Santhamaguluru,27
Andhra Pradesh,Santhanuthlapadu,28
Andhra Pradesh,Santhi Puram,29
Andhra Pradesh,Saravakota,30
Andhra Pradesh,Sarubujjili,31
Andhra Pradesh,Sattenapalle,32
Andhra Pradesh,Satyavedu,33
Andhra Pradesh,Savalyapuram,34
Andhra Pradesh,Seethampeta,35
Andhra Pradesh,Seethanagaram,36
Andhra Pradesh,Seetharamapuram,37
Andhra Pradesh,Settur,38
Andhra Pradesh,Sidhout,39
Andhra Pradesh,Simhadripuram,40
Andhra Pradesh,Singanamala,41
Andhra Pradesh,Singarayakonda,42
Andhra Pradesh,Sirvel,43
Andhra Pradesh,Sodam,44
Andhra Pradesh,Somala,45
Andhra Pradesh,Somandepalle,46
Andhra Pradesh,Sompeta,47
Andhra Pradesh,Srikakulam,48
Andhra Pradesh,Srikalahasti,49
Andhra Pradesh,Srirangarajapuram,50
Andhra Pradesh,Srisailam,51
Andhra Pradesh,Srungavarapukota,52
Andhra Pradesh,Sullurpeta,53
Andhra Pradesh,Sydapuram,54
Andhra Pradesh,T Narasapuram,55
Andhra Pradesh,T Sundupalle,56
Andhra Pradesh,Tada,57
Andhra Pradesh,Tadepalligudem,58
Andhra Pradesh,Tadikonda,59
Andhra Pradesh,Tadimarri,60
Andhra Pradesh,Tadpatri,61
Andhra Pradesh,Tallarevu,62
Andhra Pradesh,Talupula,63
Andhra Pradesh,Tanakal,64
Andhra Pradesh,Tangutur,65
Andhra Pradesh,Tanuku,66
Andhra Pradesh,Tarlapadu,67
Andhra Pradesh,Tekkali,68
Andhra Pradesh,Tenali,69
Andhra Pradesh,Thadepalle,70
Andhra Pradesh,Thallapudi,71
Andhra Pradesh,Thallur,72
Andhra Pradesh,Thamballapalle,73
Andhra Pradesh,Thavanampalle,74
Andhra Pradesh,Therlam,75
Andhra Pradesh,Thondangi,76
Andhra Pradesh,Thondur,77
Andhra Pradesh,Thotapalligudur,78
Andhra Pradesh,Thotlavalluru,79
Andhra Pradesh,Thottambedu,80
Andhra Pradesh,Thullur,81
Andhra Pradesh,Tirupati Rural,82
Andhra Pradesh,Tirupati Urban,83
Andhra Pradesh,Tiruvuru,84
Andhra Pradesh,Tripuranthakam,85
Andhra Pradesh,Tsundur,86
Andhra Pradesh,Tuggali,87
Andhra Pradesh,Tuni,88
Andhra Pradesh,Udayagiri,89
Andhra Pradesh,Ulavapadu,90
Andhra Pradesh,Undi,91
Andhra Pradesh,Undrajavaram,92
Andhra Pradesh,Unguturu,93
Andhra Pradesh,Uppalaguptam,94
Andhra Pradesh,Uravakonda,95
Andhra Pradesh,Uyyalawada,96
Andhra Pradesh,V N Palli,97
Andhra Pradesh,Vadamalapeta,98
Andhra Pradesh,Vajrakarur,99
Andhra Pradesh,Vajrapukothuru,100
Andhra Pradesh,Vakadu,1
Andhra Pradesh,Vallur,2
Andhra Pradesh,Vangara,3
Andhra Pradesh,Varadaiahpalem,4
Andhra Pradesh,Vararamachandrapuram,5
Andhra Pradesh,Varikuntapadu,6
Andhra Pradesh,Vatsavai,7
Andhra Pradesh,Vatticherukuru,8
Andhra Pradesh,Vayalpad,9
Andhra Pradesh,Veduru Kuppam,10
Andhra Pradesh,Veeraballe,11
Andhra Pradesh,Veeraghattam,12
Andhra Pradesh,Veeravasaram,13
Andhra Pradesh,Veerullapadu,14
Andhra Pradesh,Velairpad,15
Andhra Pradesh,Veldurthi,16
Andhra Pradesh,Velgodu,17
Andhra Pradesh,Veligandla,18
Andhra Pradesh,Vempalle,19
Andhra Pradesh,Vemula,20
Andhra Pradesh,Vemuru,21
Andhra Pradesh,Venkatachalam,22
Andhra Pradesh,Venkatagiri,23
Andhra Pradesh,Venkatagiri Kota,24
Andhra Pradesh,Vepada,25
Andhra Pradesh,Vetapalem,26
Andhra Pradesh,Vidapanakal,27
Andhra Pradesh,Vidavalur,28
Andhra Pradesh,Vijaya Puram,29
Andhra Pradesh,Vijayawada Rural,30
Andhra Pradesh,Vijayawada Urban,31
Andhra Pradesh,Vinjamur,32
Andhra Pradesh,Vinukonda,33
Andhra Pradesh,Visakhapatnam,34
Andhra Pradesh,Vissannapet,35
Andhra Pradesh,Vizianagaram,36
Andhra Pradesh,Voletivaripalem,37
Andhra Pradesh,Vontimitta,38
Andhra Pradesh,Vuyyuru,39
Andhra Pradesh,Y Ramavaram,40
Andhra Pradesh,Yadamari,41
Andhra Pradesh,Yadiki,42
Andhra Pradesh,Yeddanapudi,43
Andhra Pradesh,Yelamanchili,44
Andhra Pradesh,Yeleswaram,45
Andhra Pradesh,Yellanur,46
Andhra Pradesh,Yemmiganur,47
Andhra Pradesh,Yerpedu,48
Andhra Pradesh,Yerragondapalem,49
Andhra Pradesh,Yerraguntla,50
Andhra Pradesh,Yerravaripalem,51
Andhra Pradesh,Zarugumilli,52
Arunachal Pradesh,Along  West,53
Arunachal Pradesh,Along East,54
Arunachal Pradesh,Anelieh Arzoo,55
Arunachal Pradesh,Anini Mipi,56
Arunachal Pradesh,Balijan,57
Arunachal Pradesh,Bameng,58
Arunachal Pradesh,Bana,59
Arunachal Pradesh,Baririjo,60
Arunachal Pradesh,Basar,61
Arunachal Pradesh,Bordumsa-Diyun,62
Arunachal Pradesh,Chambang,63
Arunachal Pradesh,Changlang,64
Arunachal Pradesh,Chayangtajo,65
Arunachal Pradesh,Dambuk,66
Arunachal Pradesh,Damin,67
Arunachal Pradesh,Daporijo,68
Arunachal Pradesh,Dirang,69
Arunachal Pradesh,Doimukh,70
Arunachal Pradesh,Dumporijo,71
Arunachal Pradesh,Etalin Malinye,72
Arunachal Pradesh,Geku,73
Arunachal Pradesh,Gensi,74
Arunachal Pradesh,Giba,75
Arunachal Pradesh,Hawai-Walong,76
Arunachal Pradesh,Hayuliang,77
Arunachal Pradesh,Hunli Desali,78
Arunachal Pradesh,Jengging,79
Arunachal Pradesh,Kalaktang,80
Arunachal Pradesh,Kanubari,81
Arunachal Pradesh,Kaying,82
Arunachal Pradesh,Khagam Miao,83
Arunachal Pradesh,Khimiyang,84
Arunachal Pradesh,Khonsa,85
Arunachal Pradesh,Koloriang,86
Arunachal Pradesh,Lazu,87
Arunachal Pradesh,Lekang,88
Arunachal Pradesh,Likabali,89
Arunachal Pradesh,Liromoba,90
Arunachal Pradesh,Lumla Zemithang,91
Arunachal Pradesh,Mariyang,92
Arunachal Pradesh,Mebo,93
Arunachal Pradesh,Mechuka,94
Arunachal Pradesh,Mengio,95
Arunachal Pradesh,Monigong,96
Arunachal Pradesh,Mukto Thingbu,97
Arunachal Pradesh,Nacho,98
Arunachal Pradesh,Nafra,99
Arunachal Pradesh,Nampong Manmao,100
Arunachal Pradesh,Namsai-Chowkham,1
Arunachal Pradesh,Namsang,2
Arunachal Pradesh,Niausa,3
Arunachal Pradesh,Nyapin,4
Arunachal Pradesh,Pakkekessang,5
Arunachal Pradesh,Palin,6
Arunachal Pradesh,Pangin Boleng,7
Arunachal Pradesh,Pasighat,8
Arunachal Pradesh,Pipu,9
Arunachal Pradesh,Pongchau Wakka,10
Arunachal Pradesh,Raga,11
Arunachal Pradesh,Ramle Bango,12
Arunachal Pradesh,Roing,13
Arunachal Pradesh,Ruksin,14
Arunachal Pradesh,Rumgong,15
Arunachal Pradesh,Sagalee,16
Arunachal Pradesh,Sangram,17
Arunachal Pradesh,Sarli,18
Arunachal Pradesh,Seppa,19
Arunachal Pradesh,Siyum,20
Arunachal Pradesh,Tali,21
Arunachal Pradesh,Taliha,22
Arunachal Pradesh,Tawang,23
Arunachal Pradesh,Tezu,24
Arunachal Pradesh,Thrizino,25
Arunachal Pradesh,Tuting,26
Arunachal Pradesh,Wakro,27
Arunachal Pradesh,Yingkiong,28
Arunachal Pradesh,Ziro-I,29
Arunachal Pradesh,Ziro-II,30
Assam,Agomoni,31
