state_name,district_name,id
Bengal Province,Denkenal,83
Bengal Province,Boud,84
Central Province,Sonpoor,85
Central Province,Patna,86
Central Province,Kalahandi,87
Madras Presidency,Ganjam,88
Madras Presidency,Vizagapatam,89
Central Province,Upper Godavery,90
Central Province,Bustar,91
Hyderabad,Kummunmett,92
Hyderabad,Nelgoondih,93
Hyderabad,Gudijunturgurh,94
Hyderabad,Pangull,95
Hyderabad,Raichoor,96
Hyderabad,Moodgul,97
Hyderabad,Mahoor,98
Hyderabad,Warungul,99
Hyderabad,Koilkonda,100
Hyderabad,Bheer,101
Hyderabad,Kaolburga,102
Hyderabad,Mulkair,103
Hyderabad,Suggur,104
Hyderabad,Kowlass,105
Hyderabad,Beder,106
Hyderabad,Raingeer,107
Hyderabad,Mullangoor,108
Hyderabad,Ghumapoorah,109
Hyderabad,Amrabad,110
Hyderabad,Daveroondala,111
Hyderabad,Medduck,112
Hyderabad,Hyderabad,113
Hyderabad,Bhoonageer,114
Hyderabad,Eilgundel,115
Hyderabad,Kulliantee,116
Hyderabad,Nandair,117
Hyderabad,Nuldroog,118
Hyderabad,Darroor,119
Hyderabad,Pyton,120
Hyderabad,Jaulnah,121
Madras Presidency,Banganpalle,122
Madras Presidency,Sandur,123
Bombay Presidency,Soorhutee,124
Bombay Presidency,Savanur,125
Bombay Presidency,Ramdurg,126
Central Province,Sumbulpoor,127
Central Province,Badakole,128
Bengal Province,Atmullick,129
Bengal Province,Tigiria,130
Bengal Province,Burumbah,131
Bengal Province,Duspulla,132
Bengal Province,Narsingpoor,133
Bengal Province,Kuinlpara,134
Bengal Province,Balasore,135
Bengal Province,Lahara,136
Central Province,Bamra,137
Bengal Province,Neelgurh,138
Bengal Province,Keonjur,139
Bengal Province,Pooree,140
Bengal Province,Talcheer,141
Bengal Province,Ungoor,142
Central India Agency,Sindhia,143
North West Province,Dehra,144
North West Province,Gurhwal,145
North West Province,Gurhwal,146
Punjab,Kupoorthulla,147
Punjab,Umritsir,148
Punjab,Kangra,149
Punjab,Goordaspur,150
Punjab,Chamba,151
Punjab,Hoshiyarpoor,152
Punjab,Furreedkot,153
Punjab,Ferozpoor,154
Punjab,Mandi,155
Punjab,Belaspoor,156
Punjab,Bisahir,157
Punjab,Sirmoor,158
Punjab,Patiala,159
Punjab,Malerkotla,160
Punjab,Loodhiana,161
Punjab,Nabha,162
Rajputana Agency,Beekaneer,163
North West Province,Saharunpore,164
North West Province,Moozuffernuggur,165
North West Province,Meerut,166
Punjab,Jheend,167
Punjab,Kurnal,168
Punjab,Patoudee,169
Punjab,Delhi,170
Punjab,Goorgaon,171
Punjab,Sirsa,172
Punjab,Hissar,173
Bengal Province,Julpigoree,174
Bengal Province,Cooch Behar,175
Bengal Province,Hill Tipperah,176
Bengal Province,Sylhet,177
Bengal Province,Nowgong,178
Bengal Province,Durrung,179
Bengal Province,Garo Hills,180
Bengal Province,Kamroop,181
Bengal Province,Goalpara,182
Bengal Province,Nuddea,183
Bengal Province,Moorshedabad,184
Bengal Province,Beerbhoom,185
Bengal Province,Sonthal Purgunnahs,186
Bengal Province,Purneah,187
Bengal Province,Maldah,188
Bengal Province,Dinagepore,189
Oudh,Baraich,190
Bengal Province,Bonai,191
Bengal Province,Gangpoor,192
Central Province,Sarungurh,193
Central Province,Raigurh,194
Bengal Province,Oodeypoor,195
Bengal Province,Jushpoor,196
Central Province,Balaghat,197
Central Province,Seonee,198
Central Province,Chindwara,199
Central Province,Baitool,200
Central Province,Hoshungabad,201
Central Province,Nursingpoor,202
Central Province,Nimar,203
Central India Agency,Dhar,204
Central India Agency,Dewas,205
Bengal Province,Sirgoojah,206
Bengal Province,Korea,207
Bengal Province,Bhokar,208
Central Province,Mandlah,209
Central Province,Jubbulpoor,210
Central India Agency,Jussoh,211
Central India Agency,Bhopal,212
Central India Agency,Rajgurh,213
Central India Agency,Rutlam,214
Rajputana Agency,Kotah,215
Central Province,Saugor,216
North West Province,Lullutpore,217
Central India Agency,Tehree,218
Central India Agency,Punnah,219
Central India Agency,Bijawur,220
Central India Agency,Churkharee,221
Central India Agency,Chuttorpoor,222
Central India Agency,Adjygur,223
Central India Agency,Nagode,224
Central India Agency,Myhere,225
Central India Agency,Kotee,226
Central India Agency,Birsingpoor (Punnah),227
Rajputana Agency,Balmeer,228
Rajputana Agency,Jessulmeer,229
Bombay Presidency,Okhamundul,230
Bombay Presidency,Burda,231
Bombay Presidency,Umreylee,232
Bombay Presidency,Soruth,233
Bombay Presidency,Babriawar,234
Bombay Presidency,Ahmedabad,235
Bombay Presidency,Oondsurwsya,236
Bombay Presidency,Gohelwar,237
Bombay Presidency,Hallar,238
Bombay Presidency,South Kattiawar,239
Bombay Presidency,North Kattiawar,240
Bombay Presidency,Jhalawar,241
Bombay Presidency,Cambay,242
Bombay Presidency,Broach,243
Bombay Presidency,Mewassee,244
Bombay Presidency,Kaira,245
Bombay Presidency,Panch Mahals,246
Bombay Presidency,Cutch,247
Rajputana Agency,Sirrohee,248
Rajputana Agency,Purtabgurh,249
Rajputana Agency,Banswarra,250
Rajputana Agency,Dongurpoor,251
Rajputana Agency,Neembharah (Tonk),252
Rajputana Agency,Oodeypoor,253
Central India Agency,Amjherah,254
Central India Agency,Holkar,255
Rajputana Agency,Ulwar,256
Rajputana Agency,Boondee,257
Rajputana Agency,Tonk,258
Ajmer Merwara,Merwara,259
Ajmer Merwara,Ajmer,260
Rajputana Agency,Jodhpoor,261
Rajputana Agency,Dholpoor,262
Rajputana Agency,Kerowly,263
Central India Agency,Dutteah,264
Central India Agency,Sumpte,265
Bengal Province,24 - Pergunnahs,266
Bengal Province,Hooghly with Howrah,267
Bengal Province,Bancoorah,268
Bengal Province,Burdwan,269
Bengal Province,Singbhoom,270
Bengal Province,Seraikela,271
Bengal Province,Maunbhoom,272
Bengal Province,Shahabad,273
Bengal Province,Patna,274
Bengal Province,Monghyr,275
Bengal Province,Bhaugulpore,276
North West Province,Mirzapore,277
North West Province,Benares,278
North West Province,Jounpore,279
North West Province,Ghazeepore,280
North West Province,Azimgurh,281
North West Province,Bustee,282
Bengal Province,Sarun,283
Bengal Province,Tirhoot,284
North West Province,Goruckpore,285
Bengal Province,Gya,286
Bengal Province,Lohardugga,287
North West Province,Jhansie,288
North West Province,Humeerpore,289
North West Province,Banda,290
North West Province,Allahabad,291
North West Province,Jaloun,292
Central India Agency,Baoni,293
North West Province,Agra,294
North West Province,Etawah,295
North West Province,Cawnpore,296
Oudh,Oonao,297
Oudh,Roy Bareilly,298
Oudh,Pertabgurh,299
Oudh,Sultanpoor,300
Oudh,Fyzabad,301
Oudh,Lucknow,302
Oudh,Hurdui,303
North West Province,Furruckabad,304
North West Province,Shahjehanpore,305
North West Province,Budaon,306
North West Province,Etah,307
North West Province,Mynpoory,308
North West Province,Muttra,309
North West Province,Allygurh,310
North West Province,Boolundshuhur,311
North West Province,Bijnour,312
North West Province,Moradabad,313
North West Province,Turrai,314
Oudh,Seetapoor,315
Oudh,Barabunkee,316
Oudh,Gondah,317
North West Province,Bareilly,318
Oudh,Kheree,319
Bengal Province,Khasia and Jynteah Hills,320
North West Province,Futtehpore,321
Central India Agency,Sohawul,322
North West Province,Rampur,323
Bengal Province,Chumparun,324
Central Province,Makrai,325
Central Province,Kawarda,326
Bengal Province,Moharbunj,327
Madras Presidency,Malabar,328
Mysore,Mysore,329
Bombay Presidency,Khandesh,330
Bombay Presidency,Kanara,331
Bombay Presidency,Belgaum,332
Bombay Presidency,Jowar,333
Central Province,Khairagarh,334
Central Province,Chanda,335
Hyderabad,Purrainad,336
Bengal Province,Cuttack,337
North West Province,Kumaon,338
Punjab,Jullunder,339
Punjab,Simla,340
Punjab,Umbala,341
Punjab,Rohtak,342
Bengal Province,Darjeeling,343
Bengal Province,Naga Hills,344
Bengal Province,Seebsaugor,345
Bengal Province,Luckimpore,346
Bengal Province,Cachar,347
Central Province,Belaspoor,348
Central India Agency,Jabboah,349
Central Province,Dumoh,350
Central India Agency,Rewah,351
Central India Agency,Baraundha,352
Bombay Presidency,Guikwar,353
Bombay Presidency,Rewakanta,354
Bombay Presidency,Palhanpoor,355
Central India Agency,Burwanee,356
Central India Agency,Rajpoor,357
Central India Agency,Jowra,358
Ajmer Merwara,Ajmer,359
Rajputana Agency,Jeypoor,360
Rajputana Agency,Kishangarh,361
Bengal Province,Midnapore,362
Bengal Province,Hazareebagh,363
Rajputana Agency,Bhurtpoor,364
Punjab,Suket,365
Central Province,Sakti,366
Rajputana Agency,Jhoonjhunao,367
Punjab,Loharoo,368
Coorg,Coorg,369
Daman,Daman,370
Goa,Goa,371
Pondicherry,Pondicherry,372
Jammu and Kashmir,Jammu and Kashmir,373
Punjab,,374
Looshai Hills,Looshai Hills,375
North East Frontier Agency,North East Frontier Agency,376
Naga Tribes,Naga Tribes,377
Karikai,Karikai,378
Mahe,Mahe,379
Yanam,Yanam,380
Sikkim,Sikkim,381
Muneepoor,Muneepoor,382
Central India Agency,Jussoh,383
Rajputana Agency,Ulwar,384
Central India Agency,Jawudneemach,385
Central India Agency,Jawudneemach,386
Bengal Province,Sunderbans,387
Bengal Province,Sundarbans,388
Bengal Province,Sunderbans,389
Bengal Province,Sunderbans,390
Bengal Province,Sunderbans,391
Bengal Province,Sundarbans,392
Bengal Province,Sundarbans,393
Bengal Province,Sundarbans,394
Andaman and Nicobar Islands,Andaman and Nicobar Islands,395
Andaman and Nicobar Islands,Andaman and Nicobar Islands,396
Andaman and Nicobar Islands,Andaman and Nicobar Islands,397
Andaman and Nicobar Islands,Andaman and Nicobar Islands,398
Andaman and Nicobar Islands,Andaman and Nicobar Islands,399
Andaman and Nicobar Islands,Andaman and Nicobar Islands,400
Andaman and Nicobar Islands,Andaman and Nicobar Islands,401
Andaman and Nicobar Islands,Andaman and Nicobar Islands,402
Andaman and Nicobar Islands,Andaman and Nicobar Islands,403
Andaman and Nicobar Islands,Andaman and Nicobar Islands,404
Andaman and Nicobar Islands,Andaman and Nicobar Islands,405
Andaman and Nicobar Islands,Andaman and Nicobar Islands,406
Andaman and Nicobar Islands,Andaman and Nicobar Islands,407
Andaman and Nicobar Islands,Andaman and Nicobar Islands,408
Andaman and Nicobar Islands,Andaman and Nicobar Islands,409
Andaman and Nicobar Islands,Andaman and Nicobar Islands,410
