state_name,block_name,value
Andhra Pradesh,Chittoor,14
Andhra Pradesh,Chitvel,15
Andhra Pradesh,Chodavaram,16
Andhra Pradesh,Chowdepalle,17
Andhra Pradesh,Cuddapah,18
Andhra Pradesh,Cumbum,19
Andhra Pradesh,D.Hirehal,20
Andhra Pradesh,Dachepalle,21
Andhra Pradesh,Dagadarthi,22
Andhra Pradesh,Dakkili,23
Andhra Pradesh,Darsi,24
Andhra Pradesh,Dattirajeru,25
Andhra Pradesh,Denduluru,26
Andhra Pradesh,Denkada,27
Andhra Pradesh,Devanakonda,28
Andhra Pradesh,Devarapalle,29
Andhra Pradesh,Devipatnam,30
Andhra Pradesh,Dharmavaram,31
Andhra Pradesh,Dhone,32
Andhra Pradesh,Donakonda,33
Andhra Pradesh,Doravarisatram,34
Andhra Pradesh,Dornala,35
Andhra Pradesh,Dornipadu,36
Andhra Pradesh,Duggirala,37
Andhra Pradesh,Dumbriguda,38
Andhra Pradesh,Durgi,39
Andhra Pradesh,Duttalur,40
Andhra Pradesh,Duvvur,41
Andhra Pradesh,Dwarakatirumala,42
Andhra Pradesh,Edlapadu,43
Andhra Pradesh,Eluru,44
Andhra Pradesh,Etcherla,45
Andhra Pradesh,G.Konduru,46
Andhra Pradesh,G.Madugula,47
Andhra Pradesh,Gadivemula,48
Andhra Pradesh,Gajapathinagaram,49
Andhra Pradesh,Gajuwaka,50
Andhra Pradesh,Galiveedu,51
Andhra Pradesh,Gampalagudem,52
Andhra Pradesh,Ganapavaram,53
Andhra Pradesh,Gandepalle,54
Andhra Pradesh,Gandlapenta,55
Andhra Pradesh,Gangadhara Nellore,56
Andhra Pradesh,Gangavaram,57
Andhra Pradesh,Ganguvarisigadam,58
Andhra Pradesh,Gannavaram,59
Andhra Pradesh,Gantyada,60
Andhra Pradesh,Gara,61
Andhra Pradesh,Garividi,62
Andhra Pradesh,Garladinne,63
Andhra Pradesh,Garugubilli,64
Andhra Pradesh,Ghantasala,65
Andhra Pradesh,Giddalur,66
Andhra Pradesh,Gokavaram,67
Andhra Pradesh,Gollaprolu,68
Andhra Pradesh,Golugonda,69
Andhra Pradesh,Gonegandla,70
Andhra Pradesh,Gooty,71
Andhra Pradesh,Gopalapuram,72
Andhra Pradesh,Gopavaram,73
Andhra Pradesh,Gorantla,74
Andhra Pradesh,Gospadu,75
Andhra Pradesh,Gudem Kotha Veedhi,76
Andhra Pradesh,Gudibanda,77
Andhra Pradesh,Gudipala,78
Andhra Pradesh,Gudivada,79
Andhra Pradesh,Gudlavalleru,80
Andhra Pradesh,Gudluru,81
Andhra Pradesh,Gudupalle,82
Andhra Pradesh,Gudur,83
Andhra Pradesh,Guduru,84
Andhra Pradesh,Gummagatta,85
Andhra Pradesh,Gummalakshmipuram,86
Andhra Pradesh,Guntakal,87
Andhra Pradesh,Guntur,88
Andhra Pradesh,Gurazala,89
Andhra Pradesh,Gurla,90
Andhra Pradesh,Gurramkonda,91
Andhra Pradesh,Halaharvi,92
Andhra Pradesh,Hanumanthuni Padu,93
Andhra Pradesh,Hindupur,94
Andhra Pradesh,Hiramandalam,95
Andhra Pradesh,Holagunda,96
Andhra Pradesh,Hukumpeta,97
Andhra Pradesh,I. Polavaram,98
Andhra Pradesh,Ibrahimpatnam,99
Andhra Pradesh,Ichchapuram,100
Andhra Pradesh,Indukurpet,1
Andhra Pradesh,Inkollu,2
Andhra Pradesh,Ipur,3
Andhra Pradesh,Iragavaram,4
Andhra Pradesh,Irala,5
Andhra Pradesh,Jaggampeta,6
Andhra Pradesh,Jaggayyapeta,7
Andhra Pradesh,Jaladanki,8
Andhra Pradesh,Jalumuru,9
Andhra Pradesh,Jami,10
Andhra Pradesh,Jammalamadugu,11
Andhra Pradesh,Janakavarampanguluru,12
Andhra Pradesh,Jangareddigudem,13
Andhra Pradesh,Jeelugu Milli,14
Andhra Pradesh,Jiyyammavalasa,15
Andhra Pradesh,Jupadu Bungalow,16
Andhra Pradesh,K Gangavaram,17
Andhra Pradesh,K.Kotapadu,18
Andhra Pradesh,K.V.B.Puram,19
Andhra Pradesh,Kadiam,20
Andhra Pradesh,Kadiri,21
Andhra Pradesh,Kaikalur,22
Andhra Pradesh,Kajuluru,23
Andhra Pradesh,Kakinada  Rural,24
Andhra Pradesh,Kakinada (Urban),25
Andhra Pradesh,Kakumanu,26
Andhra Pradesh,Kalakada,27
Andhra Pradesh,Kalasapadu,28
Andhra Pradesh,Kalidindi,29
Andhra Pradesh,Kaligiri,30
Andhra Pradesh,Kalikiri,31
Andhra Pradesh,Kalla,32
Andhra Pradesh,Kallur,33
Andhra Pradesh,Kaluvoya,34
Andhra Pradesh,Kalyandurg,35
Andhra Pradesh,Kamalapuram,36
Andhra Pradesh,Kamavarapukota,37
Andhra Pradesh,Kambadur,38
Andhra Pradesh,Kambhamvaripalle,39
Andhra Pradesh,Kanaganapalle,40
Andhra Pradesh,Kanchikacherla,41
Andhra Pradesh,Kanchili,42
Andhra Pradesh,Kandukur,43
Andhra Pradesh,Kanekal,44
Andhra Pradesh,Kanigiri,45
Andhra Pradesh,Kankipadu,46
Andhra Pradesh,Kapileswarapuram,47
Andhra Pradesh,Karamchedu,48
Andhra Pradesh,Karapa,49
Andhra Pradesh,Karempudi,50
Andhra Pradesh,Karlapalem,51
Andhra Pradesh,Karvetinagar,52
Andhra Pradesh,Kasimkota,53
Andhra Pradesh,Katrenikona,54
Andhra Pradesh,Kavali,55
Andhra Pradesh,Kaviti,56
Andhra Pradesh,Khajipet,57
Andhra Pradesh,Kirlampudi,58
Andhra Pradesh,Kodavalur,59
Andhra Pradesh,Kodumur,60
Andhra Pradesh,Kodur,61
Andhra Pradesh,Koduru,62
Andhra Pradesh,Koilkuntla,63
Andhra Pradesh,Kolimigundla,64
Andhra Pradesh,Kollipara,65
Andhra Pradesh,Kollur,66
Andhra Pradesh,Komarada,67
Andhra Pradesh,Komarolu,68
Andhra Pradesh,Konakanamitla,69
Andhra Pradesh,Kondapi,70
Andhra Pradesh,Kondapuram,71
Andhra Pradesh,Korisapadu,72
Andhra Pradesh,Korukonda,73
Andhra Pradesh,Kosigi,74
Andhra Pradesh,Kota,75
Andhra Pradesh,Kotabommali,76
Andhra Pradesh,Kotananduru,77
Andhra Pradesh,Kotauratla,78
Andhra Pradesh,Kotha Patnam,79
Andhra Pradesh,Kothacheruvu,80
Andhra Pradesh,Kothapalle,81
Andhra Pradesh,Kothapeta,82
Andhra Pradesh,Kothavalasa,83
Andhra Pradesh,Kothuru,84
Andhra Pradesh,Kovur,85
Andhra Pradesh,Kovvur,86
Andhra Pradesh,Kowthalam,87
Andhra Pradesh,Koyyalagudem,88
Andhra Pradesh,Koyyuru,89
Andhra Pradesh,Krishnagiri,90
Andhra Pradesh,Krosuru,91
Andhra Pradesh,Kruthivennu,92
Andhra Pradesh,Kudair,93
Andhra Pradesh,Kukunoor,94
Andhra Pradesh,Kunavaram,95
Andhra Pradesh,Kundurpi,96
Andhra Pradesh,Kuppam,97
Andhra Pradesh,Kurabalakota,98
Andhra Pradesh,Kurichedu,99
Andhra Pradesh,Kurnool,100
Andhra Pradesh,Kurupam,1
Andhra Pradesh,Lakkavarapukota,2
Andhra Pradesh,Lakkireddipalle,3
Andhra Pradesh,Lakshminarsupeta,4
Andhra Pradesh,Laveru,5
Andhra Pradesh,Lepakshi,6
Andhra Pradesh,Lingala,7
Andhra Pradesh,Lingapalem,8
Andhra Pradesh,Lingasamudram,9
Andhra Pradesh,Machavaram,10
Andhra Pradesh,Macherla,11
Andhra Pradesh,Machilipatnam,12
Andhra Pradesh,Madakasira,13
Andhra Pradesh,Madanapalle,14
Andhra Pradesh,Maddikera  East,15
Andhra Pradesh,Maddipadu,16
Andhra Pradesh,Madugula,17
Andhra Pradesh,Mahanandi,18
Andhra Pradesh,Makavarapalem,19
Andhra Pradesh,Makkuva,20
Andhra Pradesh,Malikipuram,21
Andhra Pradesh,Mamidikuduru,22
Andhra Pradesh,Mandapeta,23
Andhra Pradesh,Mandasa,24
Andhra Pradesh,Mandavalli,25
Andhra Pradesh,Mangalagiri,26
Andhra Pradesh,Mantralayam,27
Andhra Pradesh,Manubolu,28
Andhra Pradesh,Maredumilli,29
Andhra Pradesh,Markapur,30
Andhra Pradesh,Marripadu,31
Andhra Pradesh,Marripudi,32
Andhra Pradesh,Martur,33
Andhra Pradesh,Medikonduru,34
Andhra Pradesh,Meliaputti,35
Andhra Pradesh,Mentada,36
Andhra Pradesh,Merakamudidam,37
Andhra Pradesh,Midthur,38
Andhra Pradesh,Mogalthur,39
Andhra Pradesh,Mopidevi,40
Andhra Pradesh,Movva,41
Andhra Pradesh,Muddanur,42
Andhra Pradesh,Mudigubba,43
Andhra Pradesh,Mudinepalle,44
Andhra Pradesh,Mulakalacheruvu,45
Andhra Pradesh,Mummidivaram,46
Andhra Pradesh,Munagapaka,47
Andhra Pradesh,Munchingi Puttu,48
Andhra Pradesh,Mundlamuru,49
Andhra Pradesh,Muppalla,50
Andhra Pradesh,Musunuru,51
Andhra Pradesh,Muthukur,52
Andhra Pradesh,Mylavaram,53
Andhra Pradesh,Nadendla,54
Andhra Pradesh,Nagalapuram,55
Andhra Pradesh,Nagaram,56
Andhra Pradesh,Nagari,57
Andhra Pradesh,Nagayalanka,58
Andhra Pradesh,Naguluppala Padu,59
Andhra Pradesh,Naidupet,60
Andhra Pradesh,Nakkapalle,61
Andhra Pradesh,Nallacheruvu,62
Andhra Pradesh,Nallajerla,63
Andhra Pradesh,Nallamada,64
Andhra Pradesh,Nambulipulikunta,65
Andhra Pradesh,Nandalur,66
Andhra Pradesh,Nandavaram,67
Andhra Pradesh,Nandigam,68
Andhra Pradesh,Nandigama,69
Andhra Pradesh,Nandikotkur,70
Andhra Pradesh,Nandivada,71
Andhra Pradesh,Nandyal,72
Andhra Pradesh,Narasannapeta,73
Andhra Pradesh,Narasapuram,74
Andhra Pradesh,Narasaraopet,75
Andhra Pradesh,Narayanavanam,76
Andhra Pradesh,Narpala,77
Andhra Pradesh,Narsipatnam,78
Andhra Pradesh,Nathavaram,79
Andhra Pradesh,Nekarikallu,80
Andhra Pradesh,Nellimarla,81
Andhra Pradesh,Nellipaka,82
Andhra Pradesh,Nellore,83
Andhra Pradesh,Nidadavole,84
Andhra Pradesh,Nidamarru,85
Andhra Pradesh,Nimmanapalle,86
Andhra Pradesh,Nindra,87
Andhra Pradesh,Nizampatnam,88
Andhra Pradesh,Nuzendla,89
Andhra Pradesh,Nuzvid,90
Andhra Pradesh,Obuladevaracheruvu,91
Andhra Pradesh,Obulavaripalle,92
Andhra Pradesh,Ojili,93
Andhra Pradesh,Ongole,94
Andhra Pradesh,Orvakal,95
Andhra Pradesh,Owk,96
Andhra Pradesh,P.Gannavaram,97
Andhra Pradesh,Pachipenta,98
Andhra Pradesh,Paderu,99
Andhra Pradesh,Padmanabham,100
Andhra Pradesh,Pagidyala,1
Andhra Pradesh,Pakala,2
Andhra Pradesh,Palacoderu,3
Andhra Pradesh,Palacole,4
Andhra Pradesh,Palakonda,5
Andhra Pradesh,Palamaner,6
Andhra Pradesh,Palasa,7
Andhra Pradesh,Palasamudram,8
Andhra Pradesh,Pamarru,9
Andhra Pradesh,Pamidi,10
Andhra Pradesh,Pamidimukkala,11
Andhra Pradesh,Pamulapadu,12
Andhra Pradesh,Pamur,13
Andhra Pradesh,Panyam,14
Andhra Pradesh,Paravada,15
Andhra Pradesh,Parchur,16
Andhra Pradesh,Parigi,17
Andhra Pradesh,Parvathipuram,18
Andhra Pradesh,Pathapatnam,19
Andhra Pradesh,Pattikonda,20
Andhra Pradesh,Payakaraopeta,21
Andhra Pradesh,Peapally,22
Andhra Pradesh,Peda  Araveedu,23
Andhra Pradesh,Peda Bayalu,24
Andhra Pradesh,Pedacherlo Palle,25
Andhra Pradesh,Pedagantyada,26
Andhra Pradesh,Pedakakani,27
Andhra Pradesh,Pedakurapadu,28
Andhra Pradesh,Pedana,29
Andhra Pradesh,Pedanandipadu,30
Andhra Pradesh,Pedapadu,31
Andhra Pradesh,Pedaparupudi,32
Andhra Pradesh,Pedapudi,33
Andhra Pradesh,Pedavegi,34
Andhra Pradesh,Pedda Kadubur,35
Andhra Pradesh,Pedda Thippasamudram,36
Andhra Pradesh,Peddamandyam,37
Andhra Pradesh,Peddamudium,38
Andhra Pradesh,Peddapanjani,39
Andhra Pradesh,Peddapappur,40
Andhra Pradesh,Peddapuram,41
Andhra Pradesh,Peddavadugur,42
Andhra Pradesh,Pellakur,43
Andhra Pradesh,Penagalur,44
Andhra Pradesh,Penamaluru,45
Andhra Pradesh,Pendlimarri,46
Andhra Pradesh,Pendurthi,47
Andhra Pradesh,Pentapadu,48
Andhra Pradesh,Penuganchiprolu,49
Andhra Pradesh,Penugonda,50
Andhra Pradesh,Penukonda,51
Andhra Pradesh,Penumantra,52
Andhra Pradesh,Penumuru,53
Andhra Pradesh,Peravali,54
Andhra Pradesh,Phirangipuram,55
Andhra Pradesh,Pichatur,56
Andhra Pradesh,Piduguralla,57
Andhra Pradesh,Pileru,58
Andhra Pradesh,Pithapuram,59
Andhra Pradesh,Pittalavanipalem,60
Andhra Pradesh,Podalakur,61
Andhra Pradesh,Podili,62
Andhra Pradesh,Poduru,63
Andhra Pradesh,Polaki,64
Andhra Pradesh,Polavaram,65
Andhra Pradesh,Ponduru,66
Andhra Pradesh,Ponnaluru,67
Andhra Pradesh,Ponnur,68
Andhra Pradesh,Porumamilla,69
Andhra Pradesh,Prathipadu,70
Andhra Pradesh,Proddatur,71
Andhra Pradesh,Pulicherla,72
Andhra Pradesh,Pulivendla,73
Andhra Pradesh,Pullalacheruvu,74
Andhra Pradesh,Pullampeta,75
Andhra Pradesh,Punganur,76
Andhra Pradesh,Pusapatirega,77
Andhra Pradesh,Puthalapattu,78
Andhra Pradesh,Putlur,79
Andhra Pradesh,Puttaparthi,80
Andhra Pradesh,Puttur,81
Andhra Pradesh,Racherla,82
Andhra Pradesh,Rajahmundry (Urban),83
Andhra Pradesh,Rajahmundry(Rural),84
Andhra Pradesh,Rajam,85
Andhra Pradesh,Rajampet,86
Andhra Pradesh,Rajanagaram,87
Andhra Pradesh,Rajavommangi,88
Andhra Pradesh,Rajupalem,89
Andhra Pradesh,Ramabhadrapuram,90
Andhra Pradesh,Ramachandrapuram,91
Andhra Pradesh,Ramagiri,92
Andhra Pradesh,Ramakuppam,93
Andhra Pradesh,Ramapuram,94
Andhra Pradesh,Ramasamudram,95
Andhra Pradesh,Rambilli,96
Andhra Pradesh,Rampachodavaram,97
Andhra Pradesh,Ranastalam,98
Andhra Pradesh,Rangampeta,99
Andhra Pradesh,Raptadu,100
Andhra Pradesh,Rapur,1
Andhra Pradesh,Ravikamatham,2
Andhra Pradesh,Ravulapalem,3
Andhra Pradesh,Rayachoti,4
Andhra Pradesh,Rayadurg,5
Andhra Pradesh,Rayavaram,6
Andhra Pradesh,Razole,7
Andhra Pradesh,Reddigudem,8
Andhra Pradesh,Regidi Amadalavalasa,9
Andhra Pradesh,Renigunta,10
Andhra Pradesh,Rentachintala,11
Andhra Pradesh,Repalle,12
Andhra Pradesh,Roddam,13
Andhra Pradesh,Rolla,14
Andhra Pradesh,Rolugunta,15
Andhra Pradesh,Rompicherla,16
Andhra Pradesh,Rowthulapudi,17
Andhra Pradesh,Rudravaram,18
Andhra Pradesh,S.Mydukur,19
Andhra Pradesh,S.Rayavaram,20
Andhra Pradesh,Sabbavaram,21
Andhra Pradesh,Sakhinetipalle,22
Andhra Pradesh,Salur,23
Andhra Pradesh,Samalkota,24
Andhra Pradesh,Sambepalle,25
Andhra Pradesh,Sangam,26
Andhra Pradesh,Sanjamala,27
Andhra Pradesh,Sankhavaram,28
Andhra Pradesh,Santhabommali,29
Andhra Pradesh,Santhakaviti,30
Andhra Pradesh,Santhamaguluru,31
Andhra Pradesh,Santhanuthala Padu,32
Andhra Pradesh,Santhipuram,33
Andhra Pradesh,Saravakota,34
Andhra Pradesh,Sarubujjili,35
Andhra Pradesh,Sattenapalle,36
Andhra Pradesh,Satyavedu,37
Andhra Pradesh,Savalyapuram H/O Kanamarlapudi,38
Andhra Pradesh,Seethampeta,39
Andhra Pradesh,Seethanagaram,40
Andhra Pradesh,Seetharamapuram,41
Andhra Pradesh,Settur,42
Andhra Pradesh,Sidhout,43
Andhra Pradesh,Simhadripuram,44
Andhra Pradesh,Singanamala,45
Andhra Pradesh,Singarayakonda,46
Andhra Pradesh,Sirvel,47
Andhra Pradesh,Sodam,48
Andhra Pradesh,Somala,49
Andhra Pradesh,Somandepalle,50
Andhra Pradesh,Sompeta,51
Andhra Pradesh,Sri Avadhutha Kasinayana,52
Andhra Pradesh,Srikakulam,53
Andhra Pradesh,Srikalahasti,54
Andhra Pradesh,Srirangarajapuram,55
Andhra Pradesh,Srisailam,56
Andhra Pradesh,Srungavarapukota,57
Andhra Pradesh,Sullurpeta,58
Andhra Pradesh,Sydapuram,59
Andhra Pradesh,T Sundupalle,60
Andhra Pradesh,T.Narasapuram,61
Andhra Pradesh,Tada,62
Andhra Pradesh,Tadepalle,63
Andhra Pradesh,Tadepalligudem,64
Andhra Pradesh,Tadikonda,65
Andhra Pradesh,Tadimarri,66
Andhra Pradesh,Tadpatri,67
Andhra Pradesh,Tallapudi,68
Andhra Pradesh,Tallur,69
Andhra Pradesh,Talupula,70
Andhra Pradesh,Tanakal,71
Andhra Pradesh,Tangutur,72
Andhra Pradesh,Tanuku,73
Andhra Pradesh,Tarlupadu,74
Andhra Pradesh,Tekkali,75
Andhra Pradesh,Tenali,76
Andhra Pradesh,Thallarevu,77
Andhra Pradesh,Thamballapalle,78
Andhra Pradesh,Thavanampalle,79
Andhra Pradesh,Therlam,80
Andhra Pradesh,Thondangi,81
Andhra Pradesh,Thondur,82
Andhra Pradesh,Thotapalligudur,83
Andhra Pradesh,Thotlavalluru,84
Andhra Pradesh,Thottambedu,85
Andhra Pradesh,Thullur,86
Andhra Pradesh,Tirupati  Rural,87
Andhra Pradesh,Tirupati Urban,88
Andhra Pradesh,Tiruvuru,89
Andhra Pradesh,Tripuranthakam,90
Andhra Pradesh,Tsundur,91
Andhra Pradesh,Tuggali,92
Andhra Pradesh,Tuni,93
Andhra Pradesh,Udayagiri,94
Andhra Pradesh,Ulavapadu,95
Andhra Pradesh,Undi,96
Andhra Pradesh,Undrajavaram,97
Andhra Pradesh,Unguturu,98
Andhra Pradesh,Uppalaguptam,99
Andhra Pradesh,Uravakonda,100
Andhra Pradesh,Uyyalawada,1
Andhra Pradesh,Vadamalapeta,2
Andhra Pradesh,Vajrakarur,3
Andhra Pradesh,Vajrapukothuru,4
Andhra Pradesh,Vakadu,5
Andhra Pradesh,Vallur,6
Andhra Pradesh,Valmikipuram,7
Andhra Pradesh,Vangara,8
Andhra Pradesh,Varadaiahpalem,9
Andhra Pradesh,Vararamachandrapuram,10
Andhra Pradesh,Varikuntapadu,11
Andhra Pradesh,Vatsavai,12
Andhra Pradesh,Vatticherukuru,13
Andhra Pradesh,Vedurukuppam,14
Andhra Pradesh,Veeraballe,15
Andhra Pradesh,Veeraghattam,16
Andhra Pradesh,Veerapunayunipalle,17
Andhra Pradesh,Veeravasaram,18
Andhra Pradesh,Veerullapadu,19
Andhra Pradesh,Velairpadu,20
Andhra Pradesh,Veldurthi,21
Andhra Pradesh,Velgode,22
Andhra Pradesh,Veligandla,23
Andhra Pradesh,Vempalle,24
Andhra Pradesh,Vemula,25
Andhra Pradesh,Vemuru,26
Andhra Pradesh,Venkatachalam,27
Andhra Pradesh,Venkatagiri,28
Andhra Pradesh,Venkatagirikota,29
Andhra Pradesh,Vepada,30
Andhra Pradesh,Vetapalem,31
Andhra Pradesh,Vidapanakal,32
Andhra Pradesh,Vidavalur,33
Andhra Pradesh,Vijayapuram,34
Andhra Pradesh,Vijayawada (Rural),35
Andhra Pradesh,Vijayawada (Urban),36
Andhra Pradesh,Vinjamur,37
Andhra Pradesh,Vinukonda,38
Andhra Pradesh,Visakhapatnam,39
Andhra Pradesh,Visakhapatnam Urban,40
Andhra Pradesh,Vissannapet,41
Andhra Pradesh,Vizianagaram,42
Andhra Pradesh,Voletivaripalem,43
Andhra Pradesh,Vontimitta,44
Andhra Pradesh,Vuyyuru,45
Andhra Pradesh,Y. Ramavaram,46
Andhra Pradesh,Yadamarri,47
Andhra Pradesh,Yadiki,48
Andhra Pradesh,Yeddana Pudi,49
Andhra Pradesh,Yelamanchili,50
Andhra Pradesh,Yeleswaram,51
Andhra Pradesh,Yellanur,52
Andhra Pradesh,Yemmiganur,53
Andhra Pradesh,Yerpedu,54
Andhra Pradesh,Yerragondapalem,55
Andhra Pradesh,Yerraguntla,56
Andhra Pradesh,Yerravaripalem,57
Andhra Pradesh,Zarugumalli,58
Arunachal Pradesh,Along,59
Arunachal Pradesh,Anelih,60
Arunachal Pradesh,Anini,61
Arunachal Pradesh,Balijan,62
Arunachal Pradesh,Balimau,63
Arunachal Pradesh,Baririj,64
Arunachal Pradesh,Basar,65
Arunachal Pradesh,Bemeng,66
Arunachal Pradesh,Bhalukrong,67
Arunachal Pradesh,Bilat,68
Arunachal Pradesh,Boleng,69
Arunachal Pradesh,Bomdila,70
Arunachal Pradesh,Bordumsa,71
Arunachal Pradesh,Chaglagam,72
Arunachal Pradesh,Chambang,73
Arunachal Pradesh,Changlang,74
Arunachal Pradesh,Chayangtajo,75
Arunachal Pradesh,Chongkham,76
Arunachal Pradesh,Dambuk,77
Arunachal Pradesh,Daporlie,78
Arunachal Pradesh,Darak,79
Arunachal Pradesh,Daring,80
Arunachal Pradesh,Desali,81
Arunachal Pradesh,Dirang,82
Arunachal Pradesh,Diyun,83
Arunachal Pradesh,Doimukh,84
Arunachal Pradesh,Dollungmukh,85
Arunachal Pradesh,Dumporijo,86
Arunachal Pradesh,Etalin,87
Arunachal Pradesh,Geku,88
Arunachal Pradesh,Gelling,89
Arunachal Pradesh,Gensi,90
Arunachal Pradesh,Giba,91
Arunachal Pradesh,Goiliang,92
Arunachal Pradesh,Hawai,93
Arunachal Pradesh,Hayuliang,94
Arunachal Pradesh,Hunil,95
Arunachal Pradesh,Hurid(Damin),96
Arunachal Pradesh,Itanagar,97
Arunachal Pradesh,Jamiri,98
Arunachal Pradesh,Jengging,99
Arunachal Pradesh,Jomlu,100
Arunachal Pradesh,Kalaktaang,1
Arunachal Pradesh,Kangku,2
Arunachal Pradesh,Kanubari,3
Arunachal Pradesh,Katan,4
Arunachal Pradesh,Kaying,5
Arunachal Pradesh,Kharsang,6
Arunachal Pradesh,Khenewa,7
Arunachal Pradesh,Khimiyong,8
Arunachal Pradesh,Khonsa,9
Arunachal Pradesh,Kibithoo,10
Arunachal Pradesh,Kimin,11
Arunachal Pradesh,Koloring,12
Arunachal Pradesh,Koronu,13
Arunachal Pradesh,Koyu,14
Arunachal Pradesh,Kronli,15
Arunachal Pradesh,Laju,16
Arunachal Pradesh,Leda,17
Arunachal Pradesh,Lekang(Mahadevpur),18
Arunachal Pradesh,Leporiang,19
Arunachal Pradesh,Likabali,20
Arunachal Pradesh,Limeking,21
Arunachal Pradesh,Liromoba,22
Arunachal Pradesh,Longding,23
Arunachal Pradesh,Longding Koling,24
Arunachal Pradesh,Manchal,25
Arunachal Pradesh,Manmao,26
Arunachal Pradesh,Mariyang,27
Arunachal Pradesh,Mebo,28
