state_name,subdistrict_name,value
Andhra Pradesh,Bhimini,11
Andhra Pradesh,Bhogapuram,12
Andhra Pradesh,Bhongir,13
Andhra Pradesh,Bhoothpur,14
Andhra Pradesh,Bhupalpalle,15
Andhra Pradesh,Bibinagar,16
Andhra Pradesh,Biccavolu,17
Andhra Pradesh,Bichkunda,18
Andhra Pradesh,Bijinapalle,19
Andhra Pradesh,Birkoor,20
Andhra Pradesh,Boath,21
Andhra Pradesh,Bobbili,22
Andhra Pradesh,Bodhan,23
Andhra Pradesh,Bogole,24
Andhra Pradesh,Boinpalle,25
Andhra Pradesh,Bollapalle,26
Andhra Pradesh,Bommalaramaram,27
Andhra Pradesh,Bommanahal,28
Andhra Pradesh,Bomraspet,29
Andhra Pradesh,Bonakal,30
Andhra Pradesh,Bondapalle,31
Andhra Pradesh,Brahmamgarimattam,32
Andhra Pradesh,Brahmasamudram,33
Andhra Pradesh,Buchinaidu Kandriga,34
Andhra Pradesh,Buchireddipalem,35
Andhra Pradesh,Bukkapatnam,36
Andhra Pradesh,Bukkaraya Samudram,37
Andhra Pradesh,Burgampahad,38
Andhra Pradesh,Burja,39
Andhra Pradesh,Butchayyapeta,40
Andhra Pradesh,Buttayagudem,41
Andhra Pradesh,C.belagal,42
Andhra Pradesh,Chagalamarri,43
Andhra Pradesh,Chagallu,44
Andhra Pradesh,Chakrayapet,45
Andhra Pradesh,Challapalle,46
Andhra Pradesh,Chandam Pet,47
Andhra Pradesh,Chandarlapadu,48
Andhra Pradesh,Chandra Sekhara Puram,49
Andhra Pradesh,Chandragiri,50
Andhra Pradesh,Chandrugonda,51
Andhra Pradesh,Chandur,52
Andhra Pradesh,Chandurthi,53
Andhra Pradesh,Chapad,54
Andhra Pradesh,Charminar,55
Andhra Pradesh,Chatrai,56
Andhra Pradesh,Chebrolu,57
Andhra Pradesh,Cheedikada,58
Andhra Pradesh,Cheepurupalle,59
Andhra Pradesh,Chegunta,60
Andhra Pradesh,Chejerla,61
Andhra Pradesh,Chennaraopet,62
Andhra Pradesh,Chennekothapalle,63
Andhra Pradesh,Chennur,64
Andhra Pradesh,Cherial,65
Andhra Pradesh,Cherla,66
Andhra Pradesh,Cherukupalle H/o Arumbaka,67
Andhra Pradesh,Chevella,68
Andhra Pradesh,Chigurumamidi,69
Andhra Pradesh,Chilakaluripet H/o.purushotha Patnam,70
Andhra Pradesh,Chilamathur,71
Andhra Pradesh,Chilkur,72
Andhra Pradesh,Chillakur,73
Andhra Pradesh,Chimakurthi,74
Andhra Pradesh,Chinaganjam,75
Andhra Pradesh,Chinnachintakunta,76
Andhra Pradesh,Chinnagottigallu,77
Andhra Pradesh,Chinnakodur,78
Andhra Pradesh,Chinnamandem,79
Andhra Pradesh,Chintalapudi,80
Andhra Pradesh,Chintapalle,81
Andhra Pradesh,Chintha Palle,82
Andhra Pradesh,Chinthakani,83
Andhra Pradesh,Chinthakommadinne,84
Andhra Pradesh,Chintur,85
Andhra Pradesh,Chippagiri,86
Andhra Pradesh,Chirala,87
Andhra Pradesh,Chittamur,88
Andhra Pradesh,Chittoor,89
Andhra Pradesh,Chitvel,90
Andhra Pradesh,Chityal,91
Andhra Pradesh,Chityala,92
Andhra Pradesh,Chivvemla,93
Andhra Pradesh,Chodavaram,94
Andhra Pradesh,Choppadandi,95
Andhra Pradesh,Choutuppal,96
Andhra Pradesh,Chowdepalle,97
Andhra Pradesh,Cumbum,98
Andhra Pradesh,D.hirehal,99
Andhra Pradesh,Dachepalle,100
Andhra Pradesh,Dagadarthi,1
Andhra Pradesh,Dahegaon,2
Andhra Pradesh,Dakkili,3
Andhra Pradesh,Damaragidda,4
Andhra Pradesh,Dameracherla,5
Andhra Pradesh,Dammapeta,6
Andhra Pradesh,Dandepalle,7
Andhra Pradesh,Darsi,8
Andhra Pradesh,Dattirajeru,9
Andhra Pradesh,Denduluru,10
Andhra Pradesh,Denkada,11
Andhra Pradesh,Devanakonda,12
Andhra Pradesh,Devarakonda,13
Andhra Pradesh,Devarapalle,14
Andhra Pradesh,Devarkadra,15
Andhra Pradesh,Devaruppula,16
Andhra Pradesh,Devipatnam,17
Andhra Pradesh,Dhanwada,18
Andhra Pradesh,Dharmapuri,19
Andhra Pradesh,Dharmaram,20
Andhra Pradesh,Dharmasagar,21
Andhra Pradesh,Dharmavaram,22
Andhra Pradesh,Dharpalle,23
Andhra Pradesh,Dharur,24
Andhra Pradesh,Dhone,25
Andhra Pradesh,Dichpalle,26
Andhra Pradesh,Dilawarpur,27
Andhra Pradesh,Doma,28
Andhra Pradesh,Domakonda,29
Andhra Pradesh,Donakonda,30
Andhra Pradesh,Doravarisatram,31
Andhra Pradesh,Dornakal,32
Andhra Pradesh,Dornala,33
Andhra Pradesh,Dornipadu,34
Andhra Pradesh,Doulathabad,35
Andhra Pradesh,Doultabad,36
Andhra Pradesh,Dubbak,37
Andhra Pradesh,Duggirala,38
Andhra Pradesh,Duggondi,39
Andhra Pradesh,Dumbriguda,40
Andhra Pradesh,Dummugudem,41
Andhra Pradesh,Durgi,42
Andhra Pradesh,Duttalur,43
Andhra Pradesh,Duvvur,44
Andhra Pradesh,Dwarakatirumala,45
Andhra Pradesh,Edlapadu,46
Andhra Pradesh,Elgaid,47
Andhra Pradesh,Elkathurthi,48
Andhra Pradesh,Ellanthakunta,49
Andhra Pradesh,Eluru,50
Andhra Pradesh,Enkuru,51
Andhra Pradesh,Etcherla,52
Andhra Pradesh,Eturnagaram,53
Andhra Pradesh,Farooqnagar,54
Andhra Pradesh,G.konduru,55
Andhra Pradesh,G.madugula,56
Andhra Pradesh,Gadivemula,57
Andhra Pradesh,Gadwal,58
Andhra Pradesh,Gajapathinagaram,59
Andhra Pradesh,Gajuwaka,60
Andhra Pradesh,Gajwel,61
Andhra Pradesh,Galiveedu,62
Andhra Pradesh,Gambhiraopet,63
Andhra Pradesh,Gampalagudem,64
Andhra Pradesh,Ganapavaram,65
Andhra Pradesh,Gandeed,66
Andhra Pradesh,Gandepalle,67
Andhra Pradesh,Gandhari,68
Andhra Pradesh,Gandlapenta,69
Andhra Pradesh,Gangadhara,70
Andhra Pradesh,Gangadhara Nellore,71
Andhra Pradesh,Gangavaram,72
Andhra Pradesh,Ganguvarisigadam,73
Andhra Pradesh,Gannavaram,74
Andhra Pradesh,Gantyada,75
Andhra Pradesh,Gara,76
Andhra Pradesh,Garide Palle,77
Andhra Pradesh,Garividi,78
Andhra Pradesh,Garla,79
Andhra Pradesh,Garladinne,80
Andhra Pradesh,Garugubilli,81
Andhra Pradesh,Geesugonda,82
Andhra Pradesh,Ghanpur,83
Andhra Pradesh,Ghanpur (mulug),84
Andhra Pradesh,Ghanpur (station),85
Andhra Pradesh,Ghantasala,86
Andhra Pradesh,Ghatkesar,87
Andhra Pradesh,Ghattu,88
Andhra Pradesh,Giddalur,89
Andhra Pradesh,Gokavaram,90
Andhra Pradesh,Golconda,91
Andhra Pradesh,Gollapalle,92
Andhra Pradesh,Gollaprolu,93
Andhra Pradesh,Golugonda,94
Andhra Pradesh,Gonegandla,95
Andhra Pradesh,Gooty,96
Andhra Pradesh,Gopalapuram,97
Andhra Pradesh,Gopalpeta,98
Andhra Pradesh,Gopavaram,99
Andhra Pradesh,Gorantla,100
Andhra Pradesh,Gospadu,1
Andhra Pradesh,Govindaraopet,2
Andhra Pradesh,Gudem Kotha Veedhi,3
Andhra Pradesh,Gudibanda,4
Andhra Pradesh,Gudihathnoor,5
Andhra Pradesh,Gudipala,6
Andhra Pradesh,Gudivada,7
Andhra Pradesh,Gudlavalleru,8
Andhra Pradesh,Gudluru,9
Andhra Pradesh,Gudupalle,10
Andhra Pradesh,Gudur,11
Andhra Pradesh,Guduru,12
Andhra Pradesh,Gummagatta,13
Andhra Pradesh,Gummalakshmipuram,14
Andhra Pradesh,Gundala,15
Andhra Pradesh,Gundla Palle,16
Andhra Pradesh,Guntakal,17
Andhra Pradesh,Guntur,18
Andhra Pradesh,Gurazala,19
Andhra Pradesh,Gurla,20
Andhra Pradesh,Gurramkonda,21
Andhra Pradesh,Gurrampode,22
Andhra Pradesh,Halaharvi,23
Andhra Pradesh,Hanamkonda,24
Andhra Pradesh,Hanumanthuni Padu,25
Andhra Pradesh,Hanwada,26
Andhra Pradesh,Hasanparthy,27
Andhra Pradesh,Hathnoora,28
Andhra Pradesh,Hayathnagar,29
Andhra Pradesh,Himayathnagar,30
Andhra Pradesh,Hindupur,31
Andhra Pradesh,Hiramandalam,32
Andhra Pradesh,Holagunda,33
Andhra Pradesh,Hukumpeta,34
Andhra Pradesh,Husnabad,35
Andhra Pradesh,Huzurabad,36
Andhra Pradesh,Huzurnagar,37
Andhra Pradesh,I. Polavaram,38
Andhra Pradesh,Ibrahimpatnam,39
Andhra Pradesh,Ichchapuram,40
Andhra Pradesh,Ichoda,41
Andhra Pradesh,Ieej,42
Andhra Pradesh,Inderavelly,43
Andhra Pradesh,Indukurpet,44
Andhra Pradesh,Inkollu,45
Andhra Pradesh,Ipur,46
Andhra Pradesh,Iragavaram,47
Andhra Pradesh,Irala,48
Andhra Pradesh,Itikyal,49
Andhra Pradesh,Jadcherla,50
Andhra Pradesh,Jagdevpur,51
Andhra Pradesh,Jaggampeta,52
Andhra Pradesh,Jaggayyapeta,53
Andhra Pradesh,Jagtial,54
Andhra Pradesh,Jainad,55
Andhra Pradesh,Jainoor,56
Andhra Pradesh,Jaipur,57
Andhra Pradesh,Jaji Reddi Gudem,58
Andhra Pradesh,Jakranpalle,59
Andhra Pradesh,Jaladanki,60
Andhra Pradesh,Jalumuru,61
Andhra Pradesh,Jami,62
Andhra Pradesh,Jammalamadugu,63
Andhra Pradesh,Jammikunta,64
Andhra Pradesh,Janakavarampanguluru,65
Andhra Pradesh,Jangaon,66
Andhra Pradesh,Jangareddigudem,67
Andhra Pradesh,Jannaram,68
Andhra Pradesh,Jeelugu Milli,69
Andhra Pradesh,Jharasangam,70
Andhra Pradesh,Jinnaram,71
Andhra Pradesh,Jiyyammavalasa,72
Andhra Pradesh,Jukkal,73
Andhra Pradesh,Julapalle,74
Andhra Pradesh,Julurpad,75
Andhra Pradesh,Jupadu Bungalow,76
Andhra Pradesh,K.kotapadu,77
Andhra Pradesh,K.v.b.puram,78
Andhra Pradesh,Kadapa,79
Andhra Pradesh,Kaddam (peddur),80
Andhra Pradesh,Kadiam,81
Andhra Pradesh,Kadiri,82
Andhra Pradesh,Kagaznagar,83
Andhra Pradesh,Kaikalur,84
Andhra Pradesh,Kajuluru,85
Andhra Pradesh,Kakinada (rural),86
Andhra Pradesh,Kakinada (urban),87
Andhra Pradesh,Kakumanu,88
Andhra Pradesh,Kalakada,89
Andhra Pradesh,Kalasapadu,90
Andhra Pradesh,Kalher,91
Andhra Pradesh,Kalidindi,92
Andhra Pradesh,Kaligiri,93
Andhra Pradesh,Kalikiri,94
Andhra Pradesh,Kalla,95
Andhra Pradesh,Kallur,96
Andhra Pradesh,Kaluvoya,97
Andhra Pradesh,Kalwakurthy,98
Andhra Pradesh,Kalyandurg,99
Andhra Pradesh,Kamalapur,100
Andhra Pradesh,Kamalapuram,1
Andhra Pradesh,Kamanpur,2
Andhra Pradesh,Kamareddy,3
Andhra Pradesh,Kamavarapukota,4
Andhra Pradesh,Kambadur,5
Andhra Pradesh,Kambhamvaripalle,6
Andhra Pradesh,Kamepalle,7
Andhra Pradesh,Kammarpalle,8
Andhra Pradesh,Kanaganapalle,9
Andhra Pradesh,Kanchikacherla,10
Andhra Pradesh,Kanchili,11
Andhra Pradesh,Kandukur,12
Andhra Pradesh,Kanekal,13
Andhra Pradesh,Kangal,14
Andhra Pradesh,Kangti,15
Andhra Pradesh,Kanigiri,16
Andhra Pradesh,Kankipadu,17
Andhra Pradesh,Kapileswarapuram,18
Andhra Pradesh,Karamchedu,19
Andhra Pradesh,Karapa,20
Andhra Pradesh,Karempudi,21
Andhra Pradesh,Karimnagar,22
Andhra Pradesh,Karlapalem,23
Andhra Pradesh,Karvetinagar,24
Andhra Pradesh,Kasimkota,25
Andhra Pradesh,Kasipet,26
Andhra Pradesh,Kataram,27
Andhra Pradesh,Kathlapur,28
Andhra Pradesh,Katrenikona,29
Andhra Pradesh,Kattangoor,30
Andhra Pradesh,Kavali,31
Andhra Pradesh,Kaviti,32
Andhra Pradesh,Keesara,33
Andhra Pradesh,Kerameri,34
Andhra Pradesh,Kesamudram,35
Andhra Pradesh,Keshampet,36
Andhra Pradesh,Kethe Palle,37
Andhra Pradesh,Khairatabad,38
Andhra Pradesh,Khajipet,39
Andhra Pradesh,Khammam (rural),40
Andhra Pradesh,Khammam (urban),41
Andhra Pradesh,Khanapur,42
Andhra Pradesh,Kirlampudi,43
Andhra Pradesh,Kodad,44
Andhra Pradesh,Kodair,45
Andhra Pradesh,Kodakandla,46
Andhra Pradesh,Kodangal,47
Andhra Pradesh,Kodavalur,48
Andhra Pradesh,Kodimial,49
Andhra Pradesh,Kodumur,50
Andhra Pradesh,Kodur,51
Andhra Pradesh,Koduru,52
Andhra Pradesh,Koheda,53
Andhra Pradesh,Kohir,54
Andhra Pradesh,Koilkonda,55
Andhra Pradesh,Koilkuntla,56
Andhra Pradesh,Kolimigundla,57
Andhra Pradesh,Kollapur,58
Andhra Pradesh,Kollipara,59
Andhra Pradesh,Kollur,60
Andhra Pradesh,Komarada,61
Andhra Pradesh,Komarolu,62
Andhra Pradesh,Konakanamitla,63
Andhra Pradesh,Konaraopeta,64
Andhra Pradesh,Kondapak,65
Andhra Pradesh,Kondapi,66
Andhra Pradesh,Kondapur,67
Andhra Pradesh,Kondapuram,68
Andhra Pradesh,Kondurg,69
Andhra Pradesh,Konijerla,70
Andhra Pradesh,Koratla,71
Andhra Pradesh,Korisapadu,72
Andhra Pradesh,Korukonda,73
Andhra Pradesh,Kosgi,74
Andhra Pradesh,Kosigi,75
Andhra Pradesh,Kota,76
Andhra Pradesh,Kotabommali,77
Andhra Pradesh,Kotananduru,78
Andhra Pradesh,Kotapalle,79
Andhra Pradesh,Kotauratla,80
Andhra Pradesh,Kotgiri,81
Andhra Pradesh,Kotha Patnam,82
Andhra Pradesh,Kothacheruvu,83
Andhra Pradesh,Kothagudem,84
Andhra Pradesh,Kothakota,85
Andhra Pradesh,Kothapalle,86
Andhra Pradesh,Kothapeta,87
Andhra Pradesh,Kothavalasa,88
Andhra Pradesh,Kothur,89
Andhra Pradesh,Kothuru,90
Andhra Pradesh,Kouthala,91
Andhra Pradesh,Kovur,92
Andhra Pradesh,Kovvur,93
Andhra Pradesh,Kowdipalle,94
Andhra Pradesh,Kowthalam,95
Andhra Pradesh,Koyyalagudem,96
Andhra Pradesh,Koyyuru,97
Andhra Pradesh,Krishnagiri,98
Andhra Pradesh,Krosuru,99
Andhra Pradesh,Kruthivennu,100
Andhra Pradesh,Kubeer,1
Andhra Pradesh,Kudair,2
Andhra Pradesh,Kukunoor,3
Andhra Pradesh,Kulcharam,4
Andhra Pradesh,Kulkacharla,5
Andhra Pradesh,Kunavaram,6
Andhra Pradesh,Kundurpi,7
Andhra Pradesh,Kuntala,8
Andhra Pradesh,Kuppam,9
Andhra Pradesh,Kurabalakota,10
Andhra Pradesh,Kuravi,11
Andhra Pradesh,Kurichedu,12
Andhra Pradesh,Kurnool,13
Andhra Pradesh,Kurupam,14
Andhra Pradesh,Kusumanchi,15
Andhra Pradesh,Lakkavarapukota,16
Andhra Pradesh,Lakkireddipalle,17
Andhra Pradesh,Lakshminarsupeta,18
Andhra Pradesh,Laveru,19
Andhra Pradesh,Laxmanchanda,20
Andhra Pradesh,Lepakshi,21
Andhra Pradesh,Lingal,22
Andhra Pradesh,Lingala,23
Andhra Pradesh,Lingalaghanpur,24
Andhra Pradesh,Lingampet,25
Andhra Pradesh,Lingapalem,26
Andhra Pradesh,Lingasamudram,27
Andhra Pradesh,Lokeswaram,28
Andhra Pradesh,Luxettipet,29
Andhra Pradesh,M.turkapalle,30
Andhra Pradesh,Machareddy,31
Andhra Pradesh,Machavaram,32
Andhra Pradesh,Macherla,33
Andhra Pradesh,Machilipatnam,34
Andhra Pradesh,Madakasira,35
Andhra Pradesh,Madanapalle,36
Andhra Pradesh,Maddikera (east),37
Andhra Pradesh,Maddipadu,38
Andhra Pradesh,Maddur,39
Andhra Pradesh,Madgul,40
Andhra Pradesh,Madhira,41
Andhra Pradesh,Madnoor,42
Andhra Pradesh,Madugula,43
Andhra Pradesh,Maganoor,44
Andhra Pradesh,Mahabubabad,45
Andhra Pradesh,Mahadevpur,46
Andhra Pradesh,Mahanandi,47
Andhra Pradesh,Mahbubnagar,48
Andhra Pradesh,Maheswaram,49
Andhra Pradesh,Makavarapalem,50
Andhra Pradesh,Makkuva,51
Andhra Pradesh,Makloor,52
Andhra Pradesh,Makthal,53
Andhra Pradesh,Maldakal,54
Andhra Pradesh,Malharrao,55
Andhra Pradesh,Malikipuram,56
Andhra Pradesh,Malkajgiri,57
Andhra Pradesh,Mallapur,58
Andhra Pradesh,Mallial,59
Andhra Pradesh,Mamda,60
Andhra Pradesh,Mamidikuduru,61
Andhra Pradesh,Manakondur,62
Andhra Pradesh,Manchal,63
Andhra Pradesh,Mancherial,64
Andhra Pradesh,Mandamarri,65
Andhra Pradesh,Mandapeta,66
Andhra Pradesh,Mandasa,67
Andhra Pradesh,Mandavalli,68
Andhra Pradesh,Mangalagiri,69
Andhra Pradesh,Mangapet,70
Andhra Pradesh,Manoor,71
Andhra Pradesh,Manopad,72
Andhra Pradesh,Manthani,73
Andhra Pradesh,Mantralayam,74
Andhra Pradesh,Manubolu,75
Andhra Pradesh,Manuguru,76
Andhra Pradesh,Maredpalle,77
Andhra Pradesh,Maredumilli,78
Andhra Pradesh,Maripeda,79
Andhra Pradesh,Markapur,80
Andhra Pradesh,Marpalle,81
Andhra Pradesh,Marriguda,82
Andhra Pradesh,Marripadu,83
Andhra Pradesh,Marripudi,84
Andhra Pradesh,Martur,85
Andhra Pradesh,Mattam Palle,86
Andhra Pradesh,Medak,87
Andhra Pradesh,Medchal,88
Andhra Pradesh,Medikonduru,89
Andhra Pradesh,Medipalle,90
Andhra Pradesh,Meliaputti,91
Andhra Pradesh,Mella Cheruvu,92
Andhra Pradesh,Mentada,93
Andhra Pradesh,Merakamudidam,94
Andhra Pradesh,Metpalle,95
Andhra Pradesh,Midjil,96
Andhra Pradesh,Midthur,97
Andhra Pradesh,Mirdoddi,98
Andhra Pradesh,Miryalaguda,99
Andhra Pradesh,Mogalthur,100
Andhra Pradesh,Mogullapalle,1
Andhra Pradesh,Moinabad,2
Andhra Pradesh,Mominpet,3
Andhra Pradesh,Mopidevi,4
Andhra Pradesh,Mortad,5
Andhra Pradesh,Mothey,6
Andhra Pradesh,Mothkur,7
Andhra Pradesh,Movva,8
Andhra Pradesh,Muddanur,9
Andhra Pradesh,Mudhole,10
Andhra Pradesh,Mudigonda,11
Andhra Pradesh,Mudigubba,12
Andhra Pradesh,Mudinepalle,13
Andhra Pradesh,Mulakalacheruvu,14
Andhra Pradesh,Mulkalapalle,15
Andhra Pradesh,Mulug,16
Andhra Pradesh,Mummidivaram,17
Andhra Pradesh,Munagala,18
Andhra Pradesh,Munagapaka,19
Andhra Pradesh,Munchingi Puttu,20
Andhra Pradesh,Mundlamuru,21
Andhra Pradesh,Munpalle,22
Andhra Pradesh,Munugode,23
Andhra Pradesh,Muppalla,24
Andhra Pradesh,Musheerabad,25
Andhra Pradesh,Mustabad,26
Andhra Pradesh,Musunuru,27
Andhra Pradesh,Mutharam (mahadevpur),28
Andhra Pradesh,Mutharam (manthani),29
Andhra Pradesh,Muthukur,30
Andhra Pradesh,Mylavaram,31
Andhra Pradesh,Nadendla,32
Andhra Pradesh,Nadigudem,33
Andhra Pradesh,Nagalapuram,34
Andhra Pradesh,Nagaram,35
Andhra Pradesh,Nagareddipet,36
Andhra Pradesh,Nagari,37
Andhra Pradesh,Nagarkurnool,38
Andhra Pradesh,Nagayalanka,39
Andhra Pradesh,Naguluppala Padu,40
Andhra Pradesh,Naidupet,41
Andhra Pradesh,Nakkapalle,42
Andhra Pradesh,Nakrekal,43
Andhra Pradesh,Nalgonda,44
Andhra Pradesh,Nallabelly,45
Andhra Pradesh,Nallacheruvu,46
Andhra Pradesh,Nallajerla,47
Andhra Pradesh,Nallamada,48
Andhra Pradesh,Nambulipulikunta,49
Andhra Pradesh,Nampalle,50
Andhra Pradesh,Nampally,51
Andhra Pradesh,Nandalur,52
Andhra Pradesh,Nandavaram,53
Andhra Pradesh,Nandigam,54
Andhra Pradesh,Nandigama,55
Andhra Pradesh,Nandikotkur,56
Andhra Pradesh,Nandipet,57
Andhra Pradesh,Nandivada,58
Andhra Pradesh,Nandyal,59
Andhra Pradesh,Nangnoor,60
Andhra Pradesh,Narasannapeta,61
Andhra Pradesh,Narasapuram,62
Andhra Pradesh,Narasaraopet,63
Andhra Pradesh,Narayanapur,64
Andhra Pradesh,Narayanavanam,65
Andhra Pradesh,Narayankhed,66
Andhra Pradesh,Narayanpet,67
Andhra Pradesh,Narketpalle,68
Andhra Pradesh,Narmetta,69
Andhra Pradesh,Narnoor,70
Andhra Pradesh,Narpala,71
Andhra Pradesh,Narsampet,72
Andhra Pradesh,Narsapur,73
Andhra Pradesh,Narsimhulapet,74
Andhra Pradesh,Narsipatnam,75
Andhra Pradesh,Narva,76
Andhra Pradesh,Nathavaram,77
Andhra Pradesh,Navipet,78
Andhra Pradesh,Nawabpet,79
Andhra Pradesh,Nekarikallu,80
Andhra Pradesh,Nekkonda,81
Andhra Pradesh,Nelakondapalle,82
Andhra Pradesh,Nellikudur,83
Andhra Pradesh,Nellimarla,84
Andhra Pradesh,Nellore,85
Andhra Pradesh,Nennal,86
Andhra Pradesh,Neradigonda,87
Andhra Pradesh,Neredcherla,88
Andhra Pradesh,Nidadavole,89
Andhra Pradesh,Nidamanur,90
Andhra Pradesh,Nidamarru,91
Andhra Pradesh,Nimmanapalle,92
Andhra Pradesh,Nindra,93
Andhra Pradesh,Nirmal,94
Andhra Pradesh,Nizamabad,95
Andhra Pradesh,Nizampatnam,96
Andhra Pradesh,Nizamsagar,97
Andhra Pradesh,Nuthankal,98
Andhra Pradesh,Nuzendla,99
Andhra Pradesh,Nuzvid,100
Andhra Pradesh,Nyalkal,1
Andhra Pradesh,Obuladevaracheruvu,2
Andhra Pradesh,Obulavaripalle,3
Andhra Pradesh,Odela,4
Andhra Pradesh,Ojili,5
Andhra Pradesh,Ongole,6
Andhra Pradesh,Orvakal,7
Andhra Pradesh,Owk,8
Andhra Pradesh,P.gannavaram,9
Andhra Pradesh,Pachipenta,10
Andhra Pradesh,Paderu,11
Andhra Pradesh,Padmanabham,12
Andhra Pradesh,Pagidyala,13
Andhra Pradesh,Pakala,14
Andhra Pradesh,Palacoderu,15
Andhra Pradesh,Palacole,16
Andhra Pradesh,Palakonda,17
Andhra Pradesh,Palakurthi,18
Andhra Pradesh,Palamaner,19
Andhra Pradesh,Palasa,20
Andhra Pradesh,Palasamudram,21
Andhra Pradesh,Palwancha,22
Andhra Pradesh,Pamarru,23
Andhra Pradesh,Pamidi,24
Andhra Pradesh,Pamidimukkala,25
Andhra Pradesh,Pamulapadu,26
Andhra Pradesh,Pamur,27
Andhra Pradesh,Pangal,28
Andhra Pradesh,Panyam,29
Andhra Pradesh,Papannapet,30
Andhra Pradesh,Paravada,31
Andhra Pradesh,Parchur,32
Andhra Pradesh,Pargi,33
Andhra Pradesh,Parigi,34
Andhra Pradesh,Parkal,35
Andhra Pradesh,Parvathagiri,36
Andhra Pradesh,Parvathipuram,37
