"state_name","district_name","id"
"United Province of Agra and Oudh","Meerut",8
"United Province of Agra and Oudh","Bijnor",6
"United Province of Agra and Oudh","Almora",4
"United Province of Agra and Oudh","Rampur",2
"United Province of Agra and Oudh","Nainital",5
"United Province of Agra and Oudh","Moradabad",9
"United Province of Agra and Oudh","Pilibhit",11
"United Province of Agra and Oudh","Bareilly",10
"United Province of Agra and Oudh","Shahajahanpur",12
"Hyderabad","Bidar",10
"Hyderabad","Parbhani",2
"Central Province and Berar","Buldana",13
"Central Province and Berar","Nimar",1
"Central Province and Berar","Makrai",1
"Central Province and Berar","Narsinghpur (Central Provinces and Berar)",5
"Central Province and Berar","Chhindwara",4
"Central Province and Berar","Betul",3
"Central Province and Berar","Hoshangabad",2
"Central Province and Berar","Akola",14
"Central Province and Berar","Yeotmal",15
"Central Province and Berar","Amraoti",12
"Central Province and Berar","Wardha",11
"Central Province and Berar","Nagpur",10
"Central Province and Berar","Seoni",9
"United Province of Agra and Oudh","Kheri",22
"United Province of Agra and Oudh","Budaun",13
"United Province of Agra and Oudh","Etah",18
"United Province of Agra and Oudh","Mainpuri",19
"United Province of Agra and Oudh","Agra",17
"United Province of Agra and Oudh","Etawah",35
"United Province of Agra and Oudh","Jalaun",36
"Central India Agency","Jigni",39
"Central India Agency","Sarila",38
"Central India Agency","Beri",40
"Central India Agency","Baoni",41
"Central India Agency","Orchha",25
"United Province of Agra and Oudh","Hamirpur",38
"Central India Agency","Bijawar",26
"Central India Agency","Chhatarpur",27
"Central India Agency","Charkhari",29
"United Province of Agra and Oudh","Gorakhpur",27
"Central Province and Berar","Saugor",6
"Central India Agency","Kothi",31
"Central India Agency","Panna",28
"Central India Agency","Baraundha",30
"Central India Agency","Sohawal",32
"Central India Agency","Jaso",35
"Central India Agency","Nagod",33
"Central India Agency","Ajaigarh",34
"Central India Agency","Maihar",36
"Central India Agency","Rewa",37
"United Province of Agra and Oudh","Farrukhabad",20
"United Province of Agra and Oudh","Hardoi",21
"Central India Agency","Sailana",6
"United Province of Agra and Oudh","Jhansi",37
"United Province of Agra and Oudh","Cawnpore",34
"United Province of Agra and Oudh","Benares (UP -Princely State)",3
"United Province of Agra and Oudh","Lucknow",32
"United Province of Agra and Oudh","Ghazipur",44
"United Province of Agra and Oudh","Fyzabad",30
"United Province of Agra and Oudh","Benares (UP -British District)",45
"United Province of Agra and Oudh","Ballia",28
"United Province of Agra and Oudh","Jaunpur",43
"United Province of Agra and Oudh","Partabgarh (United Province)",42
"United Province of Agra and Oudh","Bara Banki",31
"United Province of Agra and Oudh","Unao",33
"United Province of Agra and Oudh","Rae Bareli",40
"United Province of Agra and Oudh","Sultanpur",41
"United Province of Agra and Oudh","Azamgarh",29
"United Province of Agra and Oudh","Fatehpur",39
"United Province of Agra and Oudh","Banda",48
"United Province of Agra and Oudh","Allahabad",47
"United Province of Agra and Oudh","Gonda",25
"United Province of Agra and Oudh","Bahraich",24
"United Province of Agra and Oudh","Basti",26
"United Province of Agra and Oudh","Mirzapur",46
"Hyderabad","Adilabad",5
"Central Province and Berar","Raipur",20
"Central Province and Berar","Nandgaon",4
"Central Province and Berar","Chhuikhadan",5
"Central Province and Berar","Khairagarh",3
"Central Province and Berar","Bhandara",17
"Hyderabad","Nander",3
"Hyderabad","Nizamabad",4
"Hyderabad","Karimnagar",6
"Hyderabad","Nalgonda",8
"Hyderabad","Warangal",7
"Central Province and Berar","Kanker",6
"Central Province and Berar","Bastar",7
"Central Province and Berar","Kawardha",2
"Central Province and Berar","Drug",19
"Central Province and Berar","Chanda",16
"Central Province and Berar","Bilaspur (Central Province and Berar)",21
"Central Province and Berar","Balaghat",18
"Central Province and Berar","Mandla",22
"Bihar and Orissa","Sambalpur",21
"Central Province and Berar","Sakti",9
"Central Province and Berar","Udaipur",11
"Central Province and Berar","Sarangarh",8
"Central Province and Berar","Chang Bhakar",15
"Central Province and Berar","Raigarh",10
"Central Province and Berar","Korea",14
"Central Province and Berar","Jashpur",12
"Bihar and Orissa","Patna (Princely State-Bihar and Orissa)",2
"Central Province and Berar","Surguja",13
"Bihar and Orissa","Talcher",16
"Bihar and Orissa","Angul",20
"Bihar and Orissa","Daspalla",6
"Bihar and Orissa","Rairakhol",18
"Bihar and Orissa","Athmallik",5
"Bihar and Orissa","Sonpur",3
"Bihar and Orissa","Baud",4
"Bihar and Orissa","Bonai",20
"Bihar and Orissa","Bamra",19
"Bihar and Orissa","Gangpur",21
"Bihar and Orissa","Kalahandi",1
"Bihar and Orissa","Athgarh",13
"Bihar and Orissa","Tigiria",12
"Bihar and Orissa","Narsinghpur (Bihar and Orissa)",10
"Bihar and Orissa","Ranpur",8
"Bihar and Orissa","Baramba",11
"Bihar and Orissa","Khandpara",9
"Bihar and Orissa","Hindol",15
"Bihar and Orissa","Nilgiri",25
"Bihar and Orissa","Nayagarh",7
"Bihar and Orissa","Pal Lahara",17
"Bihar and Orissa","Dhenkanal",14
"Bihar and Orissa","Keonjhar",26
"Bihar and Orissa","Mayurbhanj",24
"Bengal","Calcutta",4
"Bengal","Howrah",2
"Bengal","Malda",11
"Bengal","Dinajpur",12
"Bengal","Nadia",6
"Bengal","Hooghly",3
"Bihar and Orissa","Puri",19
"Bengal","Birbhum",9
"Bengal","Burdwan",7
"Bengal","Murshidabad",10
"Bihar and Orissa","Balasore",17
"Bengal","Bankura",8
"Bengal","24 - Parganas",5
"Bihar and Orissa","Cuttack",18
"Bengal","Midnapore",1
"Bihar and Orissa","Kharsawan",23
"Bihar and Orissa","Saraikela",22
"Bihar and Orissa","Saran",2
"Bihar and Orissa","Muzaffarpur",3
"Bihar and Orissa","Champaran",1
"Bihar and Orissa","Darbhanga",4
"Bihar and Orissa","Singhbhum",16
"Bihar and Orissa","Manbhum",15
"Bihar and Orissa","Shahabad",10
"Bihar and Orissa","Bhagalpur",5
"Bihar and Orissa","Santal Parganas",7
"Bihar and Orissa","Patna (British district- Bihar and Orissa)",9
"Bihar and Orissa","Monghyr",8
"Bihar and Orissa","Gaya",11
"Bihar and Orissa","Palamau",13
"Bihar and Orissa","Ranchi",14
"Bihar and Orissa","Hazaribagh",12
"Bengal","Cooch Behar",1
"Bengal","Darjeeling",13
"Bengal","Jalpaiguri",14
"Bihar and Orissa","Purnea",6
"Assam","Garo Hills",2
"Bengal","Tripura",2
"Assam","Kamrup",3
"Assam","Goalpara",1
"Assam","Lakhimpur",7
"Assam","Khasi States",1
"Assam","Lushai Hills",14
"Assam","Manipur",2
"Assam","Sadiya Frontier Tract (N.E.F.A.)",6
"Assam","Balipara Frontier Tract (N.E.F.A.)",5
"Assam","Sylhet",13
"Assam","Khasi and Jaintia Hills",10
"Assam","Cachar",11
"Assam","Darrang",4
"Assam","Nowgong",9
"Assam","Naga Hills",12
"United Province of Agra and Oudh","Sitapur",23
"Central India Agency","Bori",8
"Central India Agency","Jobat",9
"Gwalior","Amjhera",10
"Central India Agency","Mathwar",11
"Central India Agency","Kukshi (Indore)",12
"Central India Agency","Ali Rajpur",10
"Central India Agency","Jhabua",7
"Central India Agency","Barwani",13
"Central Province and Berar","Damoh",7
"Central Province and Berar","Jubbulpore",8
"Bombay Presidency","Savanur",31
"Punjab","Nabha",3
"Bombay Presidency","Bansda",14
"Bombay Presidency","Phaltan",20
"Rajputana Agency","Abu",16
"Western India State Agency","Cutch",22
"Western India State Agency","Malia",20
"Western India State Agency","Dhrangadhra",21
"Jammu and Kashmir","Jammu and Kashmir",0
"Punjab","Patiala-Nabha",1
"Punjab","Simla Eastern Hill States",1
"Delhi","Delhi",0
"Rann of Kutch","Cutch",0
"Goa","Goa",0
"Bombay Presidency","Sanjeli",7
"Bombay Presidency","Akalkot",22
"Bombay Presidency","Bijapur",17
"Madras Presidency","Ramnad",7
"Coorg","Coorg",0
"Madras Presidency","Ganjam",26
"Chandernagore","Chandernagore",0
"Sikkim","Sikkim",0
"Singhpos","Singhpos",0
"Naga tribes","Naga tribes",0
"Andaman and Nicobar Islands","Andaman and Nicobar Islands",0
"Madras","Ramnad",0
"Bengal","Gangetic Delta",0
"Pondicherry","Pondicherry",0
"Karikal","Karikal",0
"Mahe","Mahe",0
"Dadra and Nagar Haveli","Dadra and Nagar Haveli",0
"Daman","Daman",0
"Rann of Kutch","Rann of Kutch",0
"Yanam","Yanam",0
